input, magic
1.324282e-25, 0x5F2FBB78
2.879762e-04, 0x5F3759DF
3.893289e-36, 0x5F336637
4.066118e-16, 0x5F32E1B4
1.680975e-03, 0x5F30A4E3
1.490679e-33, 0x5F35BDAE
6.546055e-12, 0x5F30591C
1.787358e-36, 0x5F31F888
2.554806e-06, 0x5F31D49C
2.442997e-29, 0x5F34B6E5
1.986723e-09, 0x5F3375DF
5.293413e-15, 0x5F2EFD3F
1.240690e-13, 0x5F3290D5
2.727559e-15, 0x5F369A75
2.002112e-15, 0x5F333F2A
7.340458e-09, 0x5F33F025
6.462962e-13, 0x5F32D9E3
1.152423e-12, 0x5F33F1D9
4.198122e-32, 0x5F3759DF
5.468080e-01, 0x5F316B45
9.519458e-13, 0x5F3D5E63
8.384002e-17, 0x5F2CFD0C
4.011283e-15, 0x5F3773E6
1.916634e-18, 0x5F3257B2
1.868390e-14, 0x5F33CEDD
8.314923e-30, 0x5F32743B
6.102445e-34, 0x5F37027B
2.541967e-13, 0x5F3759DF
3.102301e-32, 0x5F2EE424
1.906743e-23, 0x5F2FD50E
2.839369e-15, 0x5F339F2C
6.473609e-04, 0x5F332CC7
3.112954e-11, 0x5F33A7F3
2.244769e-10, 0x5F3E70FB
9.746228e-28, 0x5F367039
1.775114e-09, 0x5F32BF5A
1.185474e-07, 0x5F3759DF
1.237863e-25, 0x5F30B4C0
5.332890e-15, 0x5F30BDC3
5.606268e-14, 0x5F3E577D
3.251323e-04, 0x5F308B88
2.735261e-12, 0x5F364877
9.850192e-17, 0x5F313BFA
9.011997e-07, 0x5F3D0838
7.774041e-18, 0x5F2EC186
4.691065e-07, 0x5F34C520
3.804764e-30, 0x5F3759DF
6.151505e-08, 0x5F3EE4A0
8.168293e-29, 0x5F311DB8
4.842339e-25, 0x5F319710
3.954232e-25, 0x5F32C32E
2.951536e-06, 0x5F34B9D3
1.538078e-28, 0x5F33B4F5
3.361733e-02, 0x5F338ADE
2.247469e-35, 0x5F2EEADE
2.378946e-20, 0x5F2FAE6D
1.333829e-18, 0x5F2E9D83
1.766059e-28, 0x5F3897FF
1.768743e-02, 0x5F393622
2.638022e-15, 0x5F335C4A
2.890066e-16, 0x5F374126
6.141395e-08, 0x5F42248E
4.234415e-38, 0x5F377B2A
4.926241e-26, 0x5F3B6184
1.696240e-33, 0x5F349E1E
5.056340e-34, 0x5F32AB3B
1.261631e-13, 0x5F32AFD8
1.746652e-04, 0x5F325B19
1.218917e-31, 0x5F3272BE
4.239451e-04, 0x5F3167F9
1.049660e-14, 0x5F338BFF
5.274136e-09, 0x5F331B5A
5.381225e-33, 0x5F301495
2.040733e-05, 0x5F32A9F7
1.904265e-33, 0x5F31C823
5.596235e-23, 0x5F3BD156
5.007051e-30, 0x5F304045
1.424190e-14, 0x5F3FD452
1.152012e-34, 0x5F311CEE
8.438848e-19, 0x5F3FCBF4
3.490061e-29, 0x5F31BF98
2.191007e-18, 0x5F31A4E2
2.083510e-32, 0x5F313906
2.561131e-16, 0x5F3810D0
2.238283e-15, 0x5F334F62
1.124219e-02, 0x5F322430
2.295223e-18, 0x5F30329E
1.197793e-25, 0x5F3254A7
3.999368e-21, 0x5F3759DF
8.104070e-28, 0x5F3D6C79
1.682293e-21, 0x5F3432EE
6.268001e-02, 0x5F3E0F72
7.542816e-36, 0x5F2E2465
1.559544e-12, 0x5F30281C
9.680982e-07, 0x5F3DA424
1.458929e-38, 0x5F35B5DC
2.610316e-25, 0x5F342335
2.889367e-06, 0x5F34123D
4.777849e-29, 0x5F3E664F
1.110334e-11, 0x5F336C1E
2.970485e-35, 0x5F316218
1.169825e-01, 0x5F3759DF
6.420500e-27, 0x5F339192
4.480514e-30, 0x5F31C92D
5.946685e-34, 0x5F36DA39
2.849628e-34, 0x5F30632A
1.707598e-24, 0x5F3759DF
2.231691e-26, 0x5F3255F7
2.011581e-23, 0x5F2FE7DF
8.826192e-23, 0x5F2E2713
1.285687e-04, 0x5F33CC2D
2.827371e-09, 0x5F30E1FD
1.345549e-21, 0x5F305088
2.995031e-17, 0x5F2F4DB3
3.404951e-38, 0x5F34D8C8
1.572023e-04, 0x5F2E09D7
1.149592e-27, 0x5F302C01
1.345131e-28, 0x5F2EEA00
2.290000e-11, 0x5F2FBFF7
2.941244e-08, 0x5F3419CD
8.243643e-09, 0x5F3325A9
4.176317e-17, 0x5F3325D5
1.903220e-33, 0x5F326882
2.236338e-30, 0x5F32FFC9
5.423817e-26, 0x5F3B5031
3.807747e-17, 0x5F30C317
1.075657e-31, 0x5F304FE1
6.798040e-13, 0x5F3759DF
7.019538e-30, 0x5F3350F3
3.264062e-28, 0x5F31AF47
7.026219e-06, 0x5F338874
2.659869e-11, 0x5F31C426
1.345779e-11, 0x5F3C4A45
1.098988e-22, 0x5F35BCFB
1.005433e-06, 0x5F3F0A68
3.628151e-23, 0x5F30E7AE
4.519597e-27, 0x5F31251E
6.462832e-12, 0x5F31B52B
2.897735e-25, 0x5F30F3B5
3.845546e-04, 0x5F32138B
6.916340e-32, 0x5F326120
4.667070e-24, 0x5F304521
1.927427e-23, 0x5F338668
1.664900e-33, 0x5F34CE4C
9.099005e-26, 0x5F31DDF8
5.320368e-30, 0x5F3501DC
3.498944e-15, 0x5F3E7716
1.146069e-02, 0x5F369920
1.332023e-05, 0x5F38A2CA
6.906213e-15, 0x5F30CB32
2.555042e-07, 0x5F3A6CF1
1.304665e-33, 0x5F312649
1.177069e-23, 0x5F3759DF
5.046513e-01, 0x5F345254
1.691696e-22, 0x5F3759DF
1.149545e-04, 0x5F33D360
1.719864e-21, 0x5F359DA6
1.243658e-20, 0x5F3961A0
7.903758e-08, 0x5F338A4C
9.380992e-13, 0x5F3D0274
5.153801e-19, 0x5F31B09F
8.092921e-05, 0x5F327D30
7.197822e-16, 0x5F353C2A
1.805431e-21, 0x5F3348A1
2.196420e-32, 0x5F325EF6
2.747583e-17, 0x5F33D328
2.366895e-15, 0x5F329C66
3.586275e-19, 0x5F300D71
1.077250e-11, 0x5F301404
3.377190e-01, 0x5F32151E
8.489501e-09, 0x5F2E2B6B
3.569464e-09, 0x5F3D2430
1.249008e-36, 0x5F2FC218
7.538203e-21, 0x5F338DFE
3.316536e-15, 0x5F3CA18F
8.769050e-29, 0x5F31C9B8
2.343305e-23, 0x5F31B263
2.039857e-28, 0x5F3D3469
3.365423e-06, 0x5F3835A9
2.666959e-25, 0x5F352E69
4.156808e-13, 0x5F2EBA27
1.704578e-25, 0x5F365C7D
1.385807e-11, 0x5F3A4CF4
1.836389e-11, 0x5F343944
5.326501e-01, 0x5F33F090
1.265404e-17, 0x5F3C4F2F
1.302122e-21, 0x5F306E0E
1.886495e-27, 0x5F344CBB
2.808004e-14, 0x5F3480D9
6.630330e-16, 0x5F348A01
4.485736e-01, 0x5F30C9C2
5.692306e-35, 0x5F3759DF
3.103594e-30, 0x5F405AC4
7.383239e-27, 0x5F30B300
9.732238e-27, 0x5F3140A4
5.662495e-34, 0x5F329CD0
7.940081e-10, 0x5F3759DF
2.205675e-22, 0x5F3CA530
1.975723e-10, 0x5F3759DF
6.871159e-24, 0x5F335141
4.330650e-37, 0x5F313EF8
6.111159e-24, 0x5F328C5D
2.179095e-02, 0x5F336BAE
2.555739e-21, 0x5F31C8EE
4.235404e-19, 0x5F3533FA
3.186893e-27, 0x5F3C91E0
1.115763e-21, 0x5F3370EF
1.954478e-22, 0x5F39D266
2.940119e-06, 0x5F359AD9
1.003313e-11, 0x5F33432D
2.104518e-35, 0x5F2E8A97
8.400552e-09, 0x5F2FC429
1.875269e-04, 0x5F3759DF
1.253178e-11, 0x5F3759DF
3.458698e-13, 0x5F2DC1F4
1.158400e-26, 0x5F3759DF
1.140978e-27, 0x5F2FE9AF
2.957059e-29, 0x5F3759DF
9.772198e-18, 0x5F3549D5
8.757673e-36, 0x5F3303A1
7.591335e-34, 0x5F3E7206
1.256022e-31, 0x5F32A702
1.483050e-05, 0x5F40EB74
7.120973e-29, 0x5F2F1DE8
6.949996e-35, 0x5F32DFA7
9.100934e-09, 0x5F329356
6.296492e-23, 0x5F3759DF
5.639188e-11, 0x5F3E2EC8
2.435457e-04, 0x5F4006EB
1.322799e-38, 0x5F3A2863
6.608399e-20, 0x5F3759DF
7.949269e-18, 0x5F306DF5
1.685957e-15, 0x5F330B09
6.376007e-18, 0x5F335108
9.352456e-07, 0x5F3FC253
3.600593e-05, 0x5F327A13
3.553073e-02, 0x5F31C224
3.020087e-05, 0x5F34126C
1.380652e-06, 0x5F323813
1.530966e-16, 0x5F3086BB
8.131240e-02, 0x5F33FB87
2.768650e-27, 0x5F379D15
2.674291e-10, 0x5F3872F6
1.230109e-03, 0x5F33B3D1
6.376541e-17, 0x5F3759DF
1.064973e-23, 0x5F34C37F
4.212879e-10, 0x5F304802
1.356759e-10, 0x5F32899B
1.526881e-35, 0x5F35DAD5
4.830041e-34, 0x5F353FD0
3.113611e-06, 0x5F3759DF
4.740525e-22, 0x5F342BA2
3.103826e-36, 0x5F3E7A28
5.210399e-34, 0x5F3759DF
6.463287e-08, 0x5F3A334A
9.109223e-13, 0x5F4221D2
2.959648e-28, 0x5F2FF006
4.258977e-32, 0x5F3759DF
1.084450e-04, 0x5F30E0A3
1.690644e-14, 0x5F3759DF
5.611399e-19, 0x5F31BF39
2.360565e-16, 0x5F3C0FC8
1.160284e-17, 0x5F36B8E8
2.213796e-29, 0x5F339EE7
2.134885e-30, 0x5F31AA68
6.052998e-21, 0x5F30265E
7.246503e-15, 0x5F366A3A
1.810224e-03, 0x5F331930
1.683192e-21, 0x5F329152
2.790425e-33, 0x5F39E5A3
6.641007e-08, 0x5F39EC55
8.826548e-21, 0x5F310112
2.955300e-34, 0x5F30BAE2
2.323110e-24, 0x5F343D53
2.140270e-01, 0x5F37640D
3.165338e-23, 0x5F3056B3
2.519121e-34, 0x5F326BF0
3.274796e-08, 0x5F2FEB50
5.479035e-28, 0x5F332DD8
6.111128e-33, 0x5F34B04E
7.834150e-29, 0x5F30C266
1.176116e-17, 0x5F3759DF
1.559012e-17, 0x5F39EB6E
3.230108e-02, 0x5F357411
1.704228e-36, 0x5F338FE0
2.126758e-13, 0x5F3D1110
2.682369e-31, 0x5F3759DF
1.874704e-05, 0x5F352E21
3.480882e-35, 0x5F328A16
4.435667e-18, 0x5F32924E
2.071541e-24, 0x5F30F975
2.502968e-12, 0x5F32512A
4.951555e-20, 0x5F3C43FC
1.517815e-14, 0x5F396B3C
1.924162e-14, 0x5F3345DB
2.123130e-13, 0x5F39BFA2
5.082333e-25, 0x5F3171AF
5.000857e-27, 0x5F30AF5D
3.477661e-07, 0x5F3133F5
2.616604e-09, 0x5F30F7B3
8.571382e-27, 0x5F3332CE
1.355883e-13, 0x5F3169F2
1.036759e-25, 0x5F3759DF
5.283241e-24, 0x5F323A12
8.060271e-24, 0x5F31BE3C
5.109982e-02, 0x5F3759DF
8.912863e-24, 0x5F33EA36
1.236903e-07, 0x5F33C373
4.926583e-27, 0x5F2CA6EC
1.595828e-25, 0x5F340C41
2.203474e-25, 0x5F3C8B7D
6.154427e-04, 0x5F3105C0
1.957646e-06, 0x5F341667
2.350457e-02, 0x5F2F3135
1.410926e-10, 0x5F31B9AB
3.908921e-23, 0x5F306EB3
4.145496e-07, 0x5F31D612
2.240891e-12, 0x5F32556D
5.298356e-34, 0x5F32F625
7.306261e-27, 0x5F317183
5.831551e-05, 0x5F3759DF
1.830444e-04, 0x5F3518CD
8.457540e-34, 0x5F3B8018
2.390270e-31, 0x5F3759DF
2.887865e-22, 0x5F333789
1.146090e-30, 0x5F31536F
8.471406e-36, 0x5F3598EB
3.321121e-13, 0x5F31FD68
3.065099e-17, 0x5F351BA0
5.892929e-27, 0x5F322DE7
2.936162e-10, 0x5F346E41
4.960368e-22, 0x5F31DC62
1.330179e-12, 0x5F31550A
4.049472e-37, 0x5F33657B
7.513527e-06, 0x5F353FF4
4.290407e-06, 0x5F3759DF
1.173876e-06, 0x5F36CBB1
5.893368e-10, 0x5F31EB88
1.301192e-26, 0x5F40CF0A
2.213686e-24, 0x5F329681
9.203482e-05, 0x5F32DD01
1.521890e-38, 0x5F326560
1.505268e-35, 0x5F3759DF
7.037358e-11, 0x5F3759DF
1.586828e-30, 0x5F3275D3
3.176756e-09, 0x5F3759DF
1.724892e-29, 0x5F31D382
6.720653e-21, 0x5F326688
4.564726e-13, 0x5F35B170
5.051009e-18, 0x5F2C4B3D
2.126587e-16, 0x5F38A792
4.336410e-02, 0x5F33169F
5.340906e-34, 0x5F31E049
8.053447e-15, 0x5F337C0D
2.969164e-30, 0x5F3A170B
8.526492e-02, 0x5F32C40B
5.152860e-31, 0x5F3759DF
8.404680e-33, 0x5F33FDFC
1.631137e-15, 0x5F316D08
1.084642e-18, 0x5F33BCA4
1.524832e-25, 0x5F337BA0
3.896326e-32, 0x5F3759DF
9.406325e-31, 0x5F36F629
4.029671e-33, 0x5F323953
5.201866e-34, 0x5F32B21F
1.844801e-32, 0x5F315D64
4.550215e-18, 0x5F323EE2
1.103598e-23, 0x5F3759DF
4.438607e-13, 0x5F330AA1
5.177810e-35, 0x5F3759DF
9.422749e-13, 0x5F3D2BBB
1.292840e-09, 0x5F351E90
1.289300e-12, 0x5F335F5C
1.692796e-36, 0x5F3077B5
9.378044e-36, 0x5F327526
4.316602e-12, 0x5F3759DF
3.073737e-35, 0x5F3168C9
3.703958e-32, 0x5F3425FF
1.412838e-38, 0x5F3759DF
2.678888e-17, 0x5F333BD1
4.838148e-06, 0x5F33DC5D
2.181939e-28, 0x5F3C474A
2.752019e-35, 0x5F364622
3.084021e-16, 0x5F32CA51
1.180378e-02, 0x5F339382
8.000720e-15, 0x5F331DF8
2.228762e-05, 0x5F2EB78B
2.090224e-17, 0x5F310F18
7.399318e-07, 0x5F3759DF
1.328567e-37, 0x5F340156
1.885282e-09, 0x5F34A185
4.382379e-14, 0x5F33F476
2.316941e-35, 0x5F32F6D4
1.951892e-09, 0x5F33FAB8
2.146561e-25, 0x5F3E45F9
2.876766e-16, 0x5F336266
2.313782e-38, 0x5F31D18D
1.419504e-08, 0x5F3D6746
1.861314e-16, 0x5F3759DF
9.528932e-15, 0x5F33155C
8.738965e-10, 0x5F3C1BAE
5.778392e-30, 0x5F31C8DF
8.454465e-38, 0x5F30D799
6.462827e-24, 0x5F34765D
2.197275e-25, 0x5F3AB664
6.475334e-16, 0x5F327671
3.209044e-16, 0x5F30C36C
2.921142e-06, 0x5F34B43C
2.602130e-33, 0x5F3759DF
3.680856e-22, 0x5F301F9D
2.925322e-02, 0x5F31A3D7
3.769977e-12, 0x5F3F8A15
1.211353e-27, 0x5F316E19
9.057222e-32, 0x5F3226E2
1.417577e-36, 0x5F32AC4D
2.672988e-20, 0x5F346AB5
2.736470e-18, 0x5F35991B
1.027969e-04, 0x5F32BC8D
2.496890e-29, 0x5F364D5F
1.809300e-13, 0x5F33F123
1.154535e-23, 0x5F3759DF
1.846637e-37, 0x5F3F1D5C
8.243929e-04, 0x5F3759DF
4.046574e-24, 0x5F366E89
6.460352e-19, 0x5F343481
1.954495e-24, 0x5F2F5DF2
5.993698e-28, 0x5F332DB0
5.537431e-08, 0x5F3BFD4D
4.500450e-07, 0x5F323F5A
3.705226e-05, 0x5F31DB4A
1.955967e-20, 0x5F32A150
3.684836e-02, 0x5F30F747
1.583416e-20, 0x5F3759DF
1.160589e-32, 0x5F3E8C4A
6.228463e-28, 0x5F35A512
1.145042e-22, 0x5F3398E4
1.437996e-04, 0x5F334514
1.885050e-07, 0x5F3759DF
2.224205e-01, 0x5F3B1675
6.889040e-32, 0x5F2FC8C5
6.117452e-07, 0x5F31BD14
3.883589e-02, 0x5F324DE4
5.938657e-25, 0x5F348C10
3.352416e-23, 0x5F32285C
2.134807e-23, 0x5F3245E6
8.678886e-07, 0x5F39E82C
4.540215e-18, 0x5F345845
3.289745e-37, 0x5F3246E0
4.118453e-10, 0x5F31FF8E
2.376249e-21, 0x5F350A38
1.403991e-15, 0x5F303426
3.410902e-31, 0x5F30DA79
1.911479e-22, 0x5F39AAEC
5.724795e-05, 0x5F3BD322
1.863872e-29, 0x5F30C537
5.814628e-13, 0x5F33B930
5.397151e-04, 0x5F3235CA
3.535926e-23, 0x5F32AE9C
1.907857e-15, 0x5F34CB8B
2.590586e-31, 0x5F34FA31
2.542378e-12, 0x5F345271
1.750940e-25, 0x5F3759DF
1.744271e-30, 0x5F325DF4
3.612929e-38, 0x5F3759DF
2.416534e-30, 0x5F33E838
5.791852e-09, 0x5F30789D
2.173075e-03, 0x5F319B19
5.197076e-22, 0x5F3221E4
7.315305e-13, 0x5F344114
1.806589e-31, 0x5F3BEDE6
1.282784e-35, 0x5F3CD49E
1.707372e-28, 0x5F3759DF
4.822375e-38, 0x5F3E6FDA
2.962708e-05, 0x5F3452BE
2.458869e-19, 0x5F385055
3.755704e-20, 0x5F32CFDE
1.514038e-33, 0x5F363D5C
1.031872e-35, 0x5F3759DF
1.271709e-17, 0x5F3B30F9
5.793329e-08, 0x5F3C358B
6.230768e-04, 0x5F3125BC
3.131200e-01, 0x5F329E63
1.004653e-33, 0x5F32F9EB
1.065460e-25, 0x5F3759DF
7.673456e-36, 0x5F31ECFB
3.684970e-09, 0x5F3E292A
2.458887e-23, 0x5F32659A
7.818135e-03, 0x5F367941
2.422125e-18, 0x5F324EA7
5.849601e-15, 0x5F326242
1.724439e-17, 0x5F34FB93
7.498434e-10, 0x5F3759DF
8.332098e-09, 0x5F329C2D
4.751550e-38, 0x5F3F9CDC
2.431342e-03, 0x5F318C0A
4.845693e-11, 0x5F3759DF
5.699970e-20, 0x5F3BD6C2
3.984937e-01, 0x5F30F83A
8.944729e-07, 0x5F396490
4.227624e-29, 0x5F3759DF
9.679706e-10, 0x5F3DA281
5.662591e-37, 0x5F345750
2.087513e-34, 0x5F3BB1B0
6.623383e-02, 0x5F3C9ADA
1.850816e-36, 0x5F2FF45F
1.563069e-04, 0x5F33B1B9
2.136300e-07, 0x5F3960C4
1.289854e-06, 0x5F32CD98
4.131809e-17, 0x5F3186C4
1.121954e-07, 0x5F31E67B
3.367069e-19, 0x5F2FC6D0
3.848492e-07, 0x5F32602D
3.123597e-05, 0x5F353034
8.041636e-14, 0x5F31707D
1.633645e-28, 0x5F3759DF
6.786768e-19, 0x5F33C962
4.567910e-21, 0x5F30E91B
7.815108e-22, 0x5F3AF7E6
4.314521e-19, 0x5F353C8B
1.788441e-19, 0x5F3759DF
9.487736e-08, 0x5F3048AD
9.973159e-35, 0x5F338F85
1.410670e-10, 0x5F3197B7
2.400128e-33, 0x5F3759DF
1.658559e-06, 0x5F322A87
4.598076e-13, 0x5F3759DF
9.131862e-28, 0x5F3A49E5
2.709614e-02, 0x5F32BE47
1.742815e-03, 0x5F2DF318
6.031587e-35, 0x5F362A71
9.447666e-24, 0x5F36C0E7
1.963106e-38, 0x5F2EE103
3.061266e-31, 0x5F2FB52D
3.609152e-15, 0x5F3D88E4
2.614617e-23, 0x5F321400
8.278950e-04, 0x5F3759DF
1.910737e-37, 0x5F3D3996
3.192406e-08, 0x5F32D0D1
3.836537e-19, 0x5F315900
3.223470e-37, 0x5F307177
2.831967e-32, 0x5F32DED0
3.998454e-18, 0x5F3759DF
6.677716e-23, 0x5F359E72
2.763510e-28, 0x5F32D634
2.533666e-29, 0x5F3759DF
1.906596e-11, 0x5F30BF98
1.065967e-20, 0x5F355937
7.236263e-19, 0x5F3759DF
1.572225e-06, 0x5F2ED44D
3.062753e-14, 0x5F32F1DB
9.663234e-19, 0x5F3759DF
3.371074e-29, 0x5F316001
1.380484e-09, 0x5F328616
2.348335e-38, 0x5F3583DF
3.419572e-29, 0x5F31DB6F
2.513498e-11, 0x5F31DB3A
1.223508e-32, 0x5F40FE85
6.886757e-06, 0x5F31F468
1.555083e-13, 0x5F32F21D
2.005022e-16, 0x5F39D270
1.402749e-19, 0x5F33D8A2
3.132456e-35, 0x5F31522F
1.874631e-01, 0x5F33C662
1.024740e-33, 0x5F337F79
2.101447e-20, 0x5F30FE1E
9.240941e-35, 0x5F345CEC
3.246062e-12, 0x5F3759DF
9.907738e-32, 0x5F34F2E7
2.446969e-30, 0x5F3417A5
1.191343e-36, 0x5F31973E
1.587247e-37, 0x5F3759DF
9.455877e-28, 0x5F3759DF
2.549008e-05, 0x5F2EAB9E
1.174140e-03, 0x5F3712B8
2.715860e-04, 0x5F38BEBF
3.009650e-14, 0x5F335BDB
5.006240e-21, 0x5F3014E9
3.863733e-16, 0x5F309D0D
8.374289e-36, 0x5F31B17C
2.803282e-24, 0x5F3759DF
7.820689e-25, 0x5F3C5B90
8.064078e-06, 0x5F35EB7A
4.285397e-29, 0x5F3759DF
3.363795e-08, 0x5F323981
2.897798e-02, 0x5F33A0B8
2.958102e-33, 0x5F3D7678
4.072585e-14, 0x5F3397B1
1.772396e-33, 0x5F3250E1
2.256612e-02, 0x5F34D717
3.370781e-20, 0x5F32DDD7
4.584120e-05, 0x5F3759DF
1.002157e-29, 0x5F361F2A
4.481201e-08, 0x5F34F04B
9.213316e-28, 0x5F3759DF
8.761354e-27, 0x5F30EE31
4.993325e-27, 0x5F3223F9
4.185179e-31, 0x5F33A2AC
2.460537e-14, 0x5F3085EA
6.078698e-13, 0x5F33255E
1.580621e-10, 0x5F312E03
6.623472e-05, 0x5F3BCCED
1.254117e-08, 0x5F3759DF
4.022096e-36, 0x5F32FABB
3.130194e-15, 0x5F3759DF
3.112723e-06, 0x5F362166
1.814360e-18, 0x5F36223D
9.979142e-19, 0x5F3793F2
2.531910e-13, 0x5F3ACCB2
5.648278e-38, 0x5F3649F6
8.411270e-11, 0x5F30B1DB
6.430587e-05, 0x5F3D26D3
1.047979e-25, 0x5F3461FA
8.085540e-31, 0x5F4270F0
9.473015e-10, 0x5F3D6FD0
4.200101e-24, 0x5F344D82
7.437959e-15, 0x5F341DD4
8.662492e-10, 0x5F3AFB1D
2.093106e-20, 0x5F2D58FD
5.652140e-10, 0x5F30116E
1.707754e-02, 0x5F3ABE7E
2.202439e-18, 0x5F318C2D
5.814659e-13, 0x5F30FB35
3.459811e-31, 0x5F314954
8.455576e-34, 0x5F39206A
3.713132e-14, 0x5F315025
4.534845e-26, 0x5F393F76
3.588772e-18, 0x5F3E3B5F
5.995397e-36, 0x5F34C644
1.434319e-26, 0x5F3A4155
9.311849e-26, 0x5F354714
1.897626e-28, 0x5F3CFB15
9.368129e-27, 0x5F324733
1.171570e-13, 0x5F363727
6.951710e-33, 0x5F2F300B
1.866660e-03, 0x5F31E2C8
1.340084e-20, 0x5F403089
1.629614e-29, 0x5F352247
2.410994e-16, 0x5F3B1E40
1.098417e-32, 0x5F3759DF
2.803683e-20, 0x5F31D670
1.946612e-09, 0x5F3392BB
6.900554e-15, 0x5F31EC03
4.494455e-28, 0x5F3759DF
9.852844e-18, 0x5F337A8C
6.671494e-17, 0x5F35A05F
1.811319e-06, 0x5F31CDCD
5.825832e-13, 0x5F34F071
3.084663e-15, 0x5F3759DF
4.330545e-01, 0x5F3249B3
1.527567e-11, 0x5F3B8827
3.701464e-11, 0x5F328EBD
6.900896e-11, 0x5F3759DF
3.328645e-05, 0x5F32C02A
2.361351e-31, 0x5F36942E
5.137925e-27, 0x5F32A9FD
5.238102e-04, 0x5F31120D
3.608138e-02, 0x5F3225F1
2.026063e-23, 0x5F316726
4.428606e-04, 0x5F316780
2.536099e-27, 0x5F359C77
7.238517e-26, 0x5F311195
3.321500e-06, 0x5F398055
1.958192e-08, 0x5F34E185
3.796824e-22, 0x5F326715
4.060167e-18, 0x5F3759DF
7.655053e-09, 0x5F3464B0
1.607123e-12, 0x5F313E4C
9.949848e-09, 0x5F320363
2.414970e-36, 0x5F348D62
4.650395e-16, 0x5F332FDB
1.356950e-23, 0x5F3E47D8
1.050734e-14, 0x5F334D15
5.271252e-12, 0x5F32E6A3
4.855349e-33, 0x5F3075E5
2.548699e-15, 0x5F2E9A2C
3.634142e-16, 0x5F335297
1.385511e-12, 0x5F305989
1.334480e-25, 0x5F335D6F
5.407614e-02, 0x5F39013C
2.124412e-18, 0x5F3288D7
6.116609e-11, 0x5F399493
8.958247e-21, 0x5F3759DF
3.807348e-04, 0x5F3089D9
2.283911e-05, 0x5F30D72C
1.191707e-01, 0x5F33741C
2.098376e-01, 0x5F3759DF
6.650940e-22, 0x5F3639A1
2.971847e-15, 0x5F36E885
7.802354e-06, 0x5F34D18F
2.792307e-17, 0x5F352CA9
8.505172e-13, 0x5F3D3376
2.876324e-24, 0x5F3759DF
3.919420e-16, 0x5F325176
2.320633e-18, 0x5F2FEAC8
1.369731e-25, 0x5F32C7E9
1.696575e-15, 0x5F341209
3.012320e-22, 0x5F3035DF
3.933260e-06, 0x5F3E4338
2.397294e-11, 0x5F30E15C
2.976217e-28, 0x5F2EE04B
1.691923e-02, 0x5F3DC611
1.735312e-14, 0x5F374F97
4.684960e-25, 0x5F2F1957
1.212285e-11, 0x5F3725F2
1.482317e-14, 0x5F3E449C
2.092107e-13, 0x5F3C76DC
8.311434e-24, 0x5F328416
2.078448e-16, 0x5F39A5B5
3.017628e-32, 0x5F30A920
3.328871e-33, 0x5F3F0728
6.315820e-36, 0x5F33AA5F
6.471937e-17, 0x5F3759DF
7.988775e-29, 0x5F2F4278
5.828891e-36, 0x5F3558B6
1.854561e-05, 0x5F3759DF
1.329534e-32, 0x5F3BF26C
1.863444e-20, 0x5F3314E2
2.787807e-35, 0x5F326377
4.731140e-18, 0x5F320FFD
1.340042e-13, 0x5F31ED26
4.242011e-27, 0x5F30E019
1.031276e-22, 0x5F3508F5
9.137624e-24, 0x5F32CDD1
2.173540e-23, 0x5F319000
2.666451e-38, 0x5F2FA262
9.336304e-08, 0x5F34BE6A
5.264707e-01, 0x5F34268A
4.885572e-06, 0x5F3467EC
4.334739e-04, 0x5F31F4F3
1.609075e-19, 0x5F32D067
4.463885e-31, 0x5F32EB7E
1.195543e-06, 0x5F357CC4
4.573228e-32, 0x5F3C9213
1.344042e-30, 0x5F31F500
3.221919e-11, 0x5F33C034
5.251321e-13, 0x5F32FB59
5.632015e-35, 0x5F3759DF
2.486214e-26, 0x5F359D31
5.381133e-28, 0x5F339EA4
9.726498e-14, 0x5F308EC3
4.018811e-27, 0x5F35BB47
1.298119e-37, 0x5F3383A0
1.800904e-09, 0x5F34134F
2.599583e-36, 0x5F3759DF
1.172881e-02, 0x5F36A431
5.954642e-28, 0x5F33121D
4.825468e-19, 0x5F334910
2.731786e-12, 0x5F3759DF
4.981386e-19, 0x5F31BA9A
4.754744e-24, 0x5F2E3956
6.898625e-07, 0x5F32869E
2.130195e-22, 0x5F426A5A
8.064968e-31, 0x5F3EC564
3.713157e-19, 0x5F30584A
8.378031e-12, 0x5F3269EF
3.876148e-21, 0x5F383D7A
6.050998e-26, 0x5F3759DF
1.028231e-17, 0x5F33D97C
3.815847e-13, 0x5F2EAB32
4.044038e-30, 0x5F346A11
6.203690e-07, 0x5F31614C
2.587261e-13, 0x5F3759DF
3.737812e-26, 0x5F35F7CE
1.241612e-29, 0x5F3C96F8
5.120638e-13, 0x5F3483AF
4.581281e-15, 0x5F33E5FE
1.492806e-22, 0x5F31241B
4.384589e-20, 0x5F36EA2E
1.060447e-31, 0x5F331214
2.742496e-04, 0x5F38C633
2.625533e-23, 0x5F35B871
7.403527e-17, 0x5F3759DF
1.004987e-16, 0x5F306308
9.415202e-16, 0x5F3E889B
6.142819e-03, 0x5F321536
1.410669e-11, 0x5F3D31BE
1.986499e-35, 0x5F316AE1
1.893873e-14, 0x5F320F3F
1.509766e-27, 0x5F30E83A
2.300458e-21, 0x5F324FBB
5.594545e-03, 0x5F31C9F1
2.498666e-32, 0x5F3759DF
3.334804e-10, 0x5F3597B2
