input,reference,initial,final,iters,magic_number
0.102225,3.127670,3.258596,3.127637,2,0x5F393A94
0.035523,5.305713,5.714565,5.305051,2,0x5F3F9E1E
0.876252,1.068281,1.007981,1.068246,2,0x5F312E8B
0.248896,2.004432,1.997487,2.004396,1,0x5F3F1CEB
0.034895,5.353244,5.291961,5.352196,1,0x5F30CEE2
0.039056,5.060080,5.179460,5.060074,2,0x5F35BA9C
0.461603,1.471857,1.551574,1.471812,2,0x5F3CC59B
0.149113,2.589658,2.700849,2.589628,2,0x5F39333B
0.143696,2.638014,2.737170,2.637996,2,0x5F38C05E
0.332329,1.734667,1.715040,1.734335,1,0x5F3099EC
1.585796,0.794102,0.817150,0.793089,1,0x5F36AE71
0.333787,1.730873,1.779516,1.730870,2,0x5F393A3E
0.493725,1.423172,1.468383,1.423167,2,0x5F3A58BD
0.456909,1.479398,1.528677,1.479392,2,0x5F38A3B5
0.045678,4.678926,5.044898,4.678306,2,0x5F3EFC44
0.033676,5.449314,5.545841,5.449312,2,0x5F366F47
1.435504,0.834637,0.885513,0.834597,2,0x5F3E9048
0.356539,1.674737,1.671921,1.674730,1,0x5F3147A6
0.024584,6.377873,6.787837,6.377491,2,0x5F3DE7E7
0.020194,7.037006,6.936825,7.037005,2,0x5F30B181
0.361497,1.663213,1.663291,1.663213,1,0x5F3171C3
0.233610,2.068971,1.976472,2.068944,2,0x5F3498BC
0.092879,3.281258,3.443979,3.281189,2,0x5F3B85EA
0.080247,3.530091,3.592468,3.530090,2,0x5F38173D
0.033034,5.502008,5.819561,5.501794,2,0x5F3DE108
0.182967,2.337836,2.354178,2.337664,1,0x5F3458A8
0.023133,6.574762,6.612355,6.574440,1,0x5F325990
0.549546,1.348956,1.362094,1.348764,1,0x5F34B09F
0.042877,4.829323,5.137617,4.829041,2,0x5F3C376A
0.217974,2.141891,2.064434,2.141880,2,0x5F33BA00
0.666659,1.224752,1.209995,1.224486,1,0x5F303632
0.048689,4.531940,4.397088,4.531928,2,0x5F306C0C
0.137135,2.700381,2.769300,2.700377,2,0x5F3772D5
0.103769,3.104319,3.327826,3.104025,2,0x5F3F3D7D
0.206083,2.202819,2.198052,2.202803,1,0x5F36309D
0.783389,1.129825,1.136334,1.129769,1,0x5F35B980
0.316597,1.777242,1.749821,1.776611,1,0x5F31069F
0.368763,1.646744,1.704282,1.646736,2,0x5F388D2D
0.022251,6.703836,6.936432,6.703803,2,0x5F391B50
0.487013,1.432945,1.471159,1.432943,2,0x5F38FBD9
0.243714,2.025629,1.962560,2.025623,2,0x5F37FD37
0.015209,8.108761,7.958345,8.108758,2,0x5F3B41A4
0.461697,1.471708,1.578245,1.471565,2,0x5F4035B1
0.171633,2.413790,2.613954,2.413385,2,0x5F3F2B4E
0.526728,1.377866,1.415812,1.377863,2,0x5F38A51F
0.184152,2.330300,2.436870,2.330264,2,0x5F3A3EDA
0.272833,1.914483,1.926418,1.914371,1,0x5F3C6D40
0.397259,1.586585,1.697273,1.586452,2,0x5F3EF2FB
0.017112,7.644513,7.805238,7.644507,2,0x5F3FDBBA
0.157480,2.519927,2.710042,2.519638,2,0x5F3E127F
0.060159,4.077099,3.838424,4.076943,2,0x5F30DD28
0.139725,2.675238,2.783215,2.675214,2,0x5F39AA43
0.082039,3.491322,3.688429,3.491198,2,0x5F401141
0.216667,2.148343,2.082125,2.148336,2,0x5F343086
0.330230,1.740171,1.745892,1.740143,1,0x5F34034F
0.731997,1.168814,1.170802,1.168808,1,0x5F338EEE
1.451119,0.830135,0.833533,0.830114,1,0x5F324187
0.042388,4.857117,4.923412,4.857117,2,0x5F345C1B
0.715605,1.182125,1.226543,1.182117,2,0x5F38984F
0.050416,4.453631,4.463915,4.453596,1,0x5F361916
0.157187,2.522273,2.654168,2.522207,2,0x5F3A58A9
0.051557,4.404109,4.592645,4.404057,2,0x5F3C8D70
0.019776,7.111056,7.045461,7.110151,1,0x5F3274BC
0.068273,3.827159,3.801968,3.826911,1,0x5F393CB8
0.090443,3.325164,3.350704,3.324869,1,0x5F330EF9
0.125806,2.819349,2.952142,2.819300,2,0x5F3D5992
1.869723,0.731327,0.759542,0.731321,2,0x5F3A1ADA
1.780633,0.749398,0.756997,0.749282,1,0x5F33C077
1.192055,0.915908,0.933214,0.915415,1,0x5F3B31C2
0.467792,1.462089,1.542109,1.462043,2,0x5F3D250A
0.092967,3.279714,3.421693,3.279675,2,0x5F3A2FB6
1.973370,0.711862,0.748354,0.711845,2,0x5F3DDFCA
0.108819,3.031426,3.212328,3.031292,2,0x5F3D051B
0.168118,2.438896,2.650646,2.438403,2,0x5F3FB7B4
0.102056,3.130255,3.348759,3.129993,2,0x5F3ED390
0.085535,3.419236,3.434896,3.419128,1,0x5F336BB8
0.015400,8.058336,7.605729,8.058076,2,0x5F31896A
1.836509,0.737910,0.772575,0.737898,2,0x5F3B50DE
0.014470,8.313015,8.450913,8.313013,2,0x5F3DC1BC
0.578889,1.314324,1.384243,1.314287,2,0x5F3B47E5
0.070913,3.755232,3.675288,3.755229,2,0x5F33D55C
0.630323,1.259558,1.293766,1.259556,2,0x5F36488F
0.425552,1.532935,1.561190,1.532149,1,0x5F34C60E
0.020519,6.981056,6.876788,6.981055,2,0x5F301A73
0.017151,7.635800,7.333560,7.635738,2,0x5F30ECB6
0.039571,5.027032,5.042578,5.026959,1,0x5F326763
0.062957,3.985456,3.866008,3.985445,2,0x5F37E479
0.411757,1.558401,1.558828,1.558401,1,0x5F30F09C
0.018633,7.325898,7.509648,7.325888,2,0x5F3CA0F3
0.866587,1.074221,1.111857,1.074216,2,0x5F3D3DAD
0.074567,3.662079,3.774288,3.662067,2,0x5F3DE924
0.282891,1.880141,1.866522,1.879994,1,0x5F3755BF
0.554014,1.343506,1.375558,1.342350,1,0x5F36FC36
0.027031,6.082329,6.433355,6.082093,2,0x5F3C95F9
1.635716,0.781891,0.827738,0.781858,2,0x5F3C962E
0.079466,3.547393,3.710583,3.547337,2,0x5F3ED9BE
0.045697,4.677964,4.600997,4.677963,2,0x5F30D1AD
0.283526,1.878035,1.911501,1.877135,1,0x5F3D4135
0.292641,1.848554,1.872926,1.848070,1,0x5F3AA695
1.836245,0.737963,0.786795,0.737913,2,0x5F3EF072
0.161677,2.487004,2.594456,2.486974,2,0x5F38D2D8
0.453111,1.485586,1.576569,1.485512,2,0x5F3DCC16
1.252990,0.893359,0.937363,0.893341,2,0x5F402804
1.813128,0.742653,0.740809,0.742646,1,0x5F31AFF1
0.089287,3.346611,3.453252,3.346599,2,0x5F387034
0.083197,3.466943,3.490611,3.466700,1,0x5F3497B4
0.258147,1.968186,1.912693,1.968182,2,0x5F36E912
0.095574,3.234676,3.429076,3.234528,2,0x5F3D540E
0.087896,3.372999,3.442142,3.372997,2,0x5F364D5F
0.400611,1.579933,1.694589,1.579779,2,0x5F3F76B6
0.261769,1.954525,1.939745,1.954358,1,0x5F3B4CD7
0.045111,4.708241,4.690841,4.708144,1,0x5F327E89
1.864308,0.732388,0.752170,0.731579,1,0x5F37DEFF
0.026831,6.104952,6.569121,6.104229,2,0x5F401C7F
1.070118,0.966683,0.926493,0.966673,2,0x5F31AB7D
1.506159,0.814825,0.867617,0.814775,2,0x5F3E8114
0.843618,1.088747,1.145969,1.088718,2,0x5F3EAAC6
0.333417,1.731833,1.792803,1.731824,2,0x5F3AD562
0.906268,1.050441,1.050374,1.050441,1,0x5F3A733B
0.161330,2.489674,2.633034,2.489579,2,0x5F3B1D75
0.057929,4.154817,3.983555,4.154778,2,0x5F35960D
0.044173,4.757951,5.123321,4.757366,2,0x5F3E69C8
0.055298,4.252521,4.188415,4.252520,2,0x5F37476A
0.670409,1.221322,1.262717,1.221317,2,0x5F3770A7
0.322703,1.760348,1.748809,1.760235,1,0x5F3275A0
0.016553,7.772510,7.569624,7.772498,2,0x5F360777
0.030401,5.735341,5.878933,5.735332,2,0x5F38A585
0.040845,4.948009,5.046274,4.948006,2,0x5F3521A1
0.213541,2.164010,2.043427,2.163942,2,0x5F301CC4
1.981388,0.710420,0.693183,0.709798,1,0x5F30437D
1.633783,0.782353,0.824680,0.782330,2,0x5F3BAE20
0.048181,4.555750,4.469436,4.555748,2,0x5F31B299
0.039467,5.033679,5.376579,5.033297,2,0x5F3CE0C5
0.016430,7.801633,7.567639,7.801611,2,0x5F3575DE
0.026576,6.134187,6.403934,6.134107,2,0x5F39C7BF
0.017835,7.487938,7.527532,7.487623,1,0x5F39EEFF
0.145461,2.621960,2.736562,2.621927,2,0x5F399DC0
0.268930,1.928326,1.918738,1.928255,1,0x5F3A71C8
0.139249,2.679806,2.771394,2.679793,2,0x5F38AA3A
0.602622,1.288183,1.316826,1.287221,1,0x5F35B074
0.166072,2.453872,2.567538,2.453833,2,0x5F3959EA
0.558033,1.338659,1.324014,1.338420,1,0x5F30E6E6
0.162588,2.480020,2.521539,2.478972,1,0x5F349FAE
0.018800,7.293313,7.197681,7.293312,2,0x5F33544B
0.111394,2.996193,3.176361,2.996056,2,0x5F3D5AAB
0.013294,8.673116,8.719159,8.672749,1,0x5F3868D5
0.056887,4.192691,3.941746,4.192517,2,0x5F30C6D2
0.017492,7.561071,7.659418,7.561071,2,0x5F3CBF61
1.558819,0.800944,0.835153,0.800935,2,0x5F39904D
0.136888,2.702826,2.871639,2.702682,2,0x5F3DDF0D
0.034840,5.357520,5.565129,5.357478,2,0x5F396F7D
0.073355,3.692198,3.657867,3.691720,1,0x5F353815
1.349431,0.860845,0.904526,0.860825,2,0x5F3DEC1B
0.020080,7.057014,7.020212,7.056727,1,0x5F32E4B4
0.022125,6.722952,7.163311,6.722517,2,0x5F3FD969
0.019250,7.207510,7.160367,7.207049,1,0x5F33FAC0
0.376242,1.630296,1.623127,1.630249,1,0x5F301402
0.419349,1.544230,1.613565,1.544208,2,0x5F39E3C7
0.087198,3.386464,3.429904,3.385625,1,0x5F34CE04
0.241603,2.034456,1.969578,2.034450,2,0x5F37CE97
0.312761,1.788107,1.842579,1.788101,2,0x5F3BEAC2
1.533138,0.807624,0.864495,0.807554,2,0x5F3F6E7C
0.023660,6.501154,6.612053,6.501153,2,0x5F347F7E
0.623101,1.266837,1.267358,1.266836,1,0x5F31FA96
1.006854,0.996590,0.961298,0.996585,2,0x5F3687F1
0.421480,1.540323,1.557115,1.540047,1,0x5F3335A1
0.729892,1.170498,1.152501,1.170085,1,0x5F30F243
0.023876,6.471667,6.898420,6.471237,2,0x5F3E8C01
0.162155,2.483330,2.528615,2.483329,2,0x5F34DAD6
0.561612,1.334387,1.414676,1.334326,2,0x5F3CF703
0.108267,3.039149,3.047521,3.039114,1,0x5F31E81E
0.018655,7.321550,7.514494,7.321538,2,0x5F3CDFDD
0.062938,3.986052,3.833774,3.986024,2,0x5F35CF6A
1.828807,0.739462,0.765285,0.739459,2,0x5F38F4EC
0.220568,2.129261,2.193325,2.129254,2,0x5F3D4DB9
1.368663,0.854775,0.884034,0.854771,2,0x5F39E83C
1.039936,0.980611,0.990013,0.980475,1,0x5F3FFFD1
1.627606,0.783836,0.825512,0.783814,2,0x5F3B7F78
0.036685,5.221060,5.309686,5.221059,2,0x5F350A30
1.204794,0.911053,0.925865,0.910690,1,0x5F3A20CE
0.139689,2.675591,2.748176,2.675586,2,0x5F37675E
0.013281,8.677200,8.381602,8.677161,2,0x5F32E7F5
0.100529,3.153939,3.321787,3.153851,2,0x5F3B8959
0.034351,5.395504,5.404385,5.395483,1,0x5F334A64
0.043976,4.768607,4.907630,4.768595,2,0x5F371B76
0.312084,1.790047,1.815613,1.789497,1,0x5F384ABB
0.299377,1.827642,1.851910,1.827156,1,0x5F39AF58
0.214745,2.157938,2.253040,2.157909,2,0x5F3E24CE
0.030917,5.687244,5.835738,5.687235,2,0x5F39611B
0.050279,4.459698,4.711246,4.459540,2,0x5F3DBB5B
0.116125,2.934517,3.139790,2.934270,2,0x5F3FDBDA
1.341568,0.863364,0.899139,0.863355,2,0x5F3C0A3F
0.206230,2.202033,2.313440,2.201983,2,0x5F3DA666
0.047271,4.599396,4.542248,4.598336,1,0x5F3229E9
1.578525,0.795929,0.812981,0.795377,1,0x5F35260B
0.125509,2.822682,2.806041,2.822535,1,0x5F33D8F0
0.019823,7.102649,7.455719,7.102498,2,0x5F3FC6B2
0.079366,3.549624,3.625198,3.549622,2,0x5F394899
0.930649,1.036590,0.975634,1.036550,2,0x5F30E2B1
0.504832,1.407429,1.390762,1.407135,1,0x5F32A2D3
0.238498,2.047658,1.974892,2.047647,2,0x5F36E5B6
0.689869,1.203972,1.191897,1.203791,1,0x5F30DDBA
0.090556,3.323093,3.328844,3.323078,1,0x5F31C65E
0.020845,6.926224,7.305996,6.926005,2,0x5F3F2C8A
0.413497,1.555120,1.645040,1.555059,2,0x5F3C6BA0
0.027030,6.082462,6.108139,6.082299,1,0x5F322C91
0.188951,2.300516,2.353235,2.300514,2,0x5F37599C
0.061724,4.025062,3.994291,4.024710,1,0x5F3E0BAC
1.018228,0.991009,0.965292,0.990016,1,0x5F384805
0.014449,8.319124,7.866740,8.318888,2,0x5F321A93
0.798127,1.119345,1.111350,1.119260,1,0x5F3469BE
0.132169,2.750653,2.867265,2.750622,2,0x5F3B2CE1
0.014500,8.304544,8.502460,8.304536,2,0x5F3ED2CE
0.220555,2.129322,2.135899,2.129292,1,0x5F399F2F
1.640909,0.780653,0.777985,0.780639,1,0x5F302EAE
0.140447,2.668354,2.669865,2.668352,1,0x5F32C7C6
1.856769,0.733873,0.780236,0.733832,2,0x5F3E92DF
0.016521,7.780040,7.584258,7.780028,2,0x5F365DC4
0.211008,2.176963,2.062791,2.176909,2,0x5F300DF4
0.685642,1.207679,1.220784,1.207465,1,0x5F3405C4
0.024294,6.415732,6.877058,6.415127,2,0x5F3F9376
0.169350,2.430006,2.611178,2.429741,2,0x5F3DD297
0.095748,3.231725,3.384427,3.231669,2,0x5F3AA64D
1.489880,0.819265,0.845787,0.819262,2,0x5F37DFBA
0.187137,2.311638,2.407972,2.311614,2,0x5F39ECAB
0.376123,1.630553,1.739429,1.630439,2,0x5F3EEF38
0.309046,1.798823,1.871403,1.798807,2,0x5F3EA7C9
0.785618,1.128221,1.144784,1.127854,1,0x5F37176C
0.231262,2.079446,2.097352,2.079214,1,0x5F3CA302
0.186243,2.317184,2.263058,2.317182,2,0x5F303121
0.953891,1.023884,0.988883,1.023879,2,0x5F374084
0.273471,1.912250,1.936582,1.911784,1,0x5F3DE419
0.055842,4.231730,3.968810,4.231526,2,0x5F305E7A
0.014010,8.448535,8.411663,8.448295,1,0x5F395B34
0.099494,3.170316,3.376279,3.170118,2,0x5F3DF697
0.015236,8.101500,7.817532,8.101460,2,0x5F36F94C
0.542477,1.357718,1.429730,1.357680,2,0x5F3C7144
0.098592,3.184779,3.351759,3.184695,2,0x5F3B7881
0.531860,1.371202,1.383684,1.371031,1,0x5F35308B
0.036189,5.256700,5.453246,5.256664,2,0x5F389E52
0.436341,1.513864,1.502642,1.513739,1,0x5F300AA6
0.728802,1.171373,1.222599,1.171358,2,0x5F39C783
0.018792,7.294729,7.219820,7.293579,1,0x5F340201
0.073583,3.686471,3.638749,3.685549,1,0x5F343AA2
0.502838,1.410216,1.486208,1.410175,2,0x5F3E9914
0.044962,4.716048,4.660318,4.715064,1,0x5F313640
0.190253,2.292634,2.336204,2.292633,2,0x5F36ED25
0.326271,1.750697,1.801343,1.750693,2,0x5F3A18E1
0.067568,3.847052,3.731520,3.847042,2,0x5F3401E3
0.515372,1.392964,1.480992,1.392886,2,0x5F3F88D6
0.019930,7.083447,7.275667,7.083435,2,0x5F3A748A
0.154456,2.544475,2.625440,2.544466,2,0x5F371C04
0.045804,4.672507,4.603899,4.672506,2,0x5F312171
0.424293,1.535207,1.641261,1.535084,2,0x5F3EB352
1.149156,0.932847,0.921169,0.932629,1,0x5F355D88
0.289383,1.858932,1.893124,1.857982,1,0x5F3C66E8
0.160239,2.498134,2.625954,2.498075,2,0x5F3A1A7B
0.833753,1.095170,1.054654,1.095163,2,0x5F31B754
0.209579,2.184371,2.259413,2.184360,2,0x5F3BE823
0.247169,2.011421,1.949146,2.011415,2,0x5F380A87
0.139967,2.672926,2.681227,2.672888,1,0x5F3342FF
0.443916,1.500893,1.601035,1.500788,2,0x5F3E932B
1.165199,0.926403,0.911252,0.926033,1,0x5F33DA6B
1.809335,0.743431,0.795705,0.743367,2,0x5F3F7F74
1.972686,0.711985,0.752246,0.711960,2,0x5F3ED3B7
0.026107,6.189055,6.232108,6.188605,1,0x5F325C3E
1.822116,0.740819,0.765239,0.740816,2,0x5F388439
1.413373,0.841147,0.859179,0.840563,1,0x5F3667E0
0.059474,4.100486,3.892482,4.100398,2,0x5F32EC15
1.778380,0.749873,0.775230,0.749870,2,0x5F384679
0.049513,4.494092,4.388160,4.494087,2,0x5F31D2B2
0.050071,4.468985,4.782423,4.468603,2,0x5F3F94FE
0.054899,4.267945,4.407582,4.267928,2,0x5F3D79AA
0.394456,1.592211,1.595359,1.592202,1,0x5F312FCB
0.605823,1.284775,1.274326,1.284648,1,0x5F30A8B7
0.034604,5.375728,5.648560,5.375604,2,0x5F3B9F6D
0.018896,7.274723,7.412050,7.274719,2,0x5F3A9548
1.377520,0.852022,0.887048,0.852014,2,0x5F3B3EE5
0.206202,2.202186,2.208389,2.202159,1,0x5F36E982
1.638699,0.781179,0.813475,0.781171,2,0x5F392054
0.672327,1.219579,1.284731,1.219544,2,0x5F3A80DE
0.022572,6.656056,6.897253,6.656017,2,0x5F392A89
0.021017,6.897890,6.874612,6.897773,1,0x5F321294
1.852596,0.734699,0.767693,0.734689,2,0x5F3B1874
0.937731,1.032668,1.011658,1.032031,1,0x5F398593
0.022913,6.606355,6.825473,6.606328,2,0x5F3843F9
0.321078,1.764797,1.850296,1.764763,2,0x5F3F08A8
0.033178,5.490036,5.478461,5.489999,1,0x5F33425C
1.289306,0.880688,0.870438,0.880510,1,0x5F315909
0.040905,4.944391,5.017040,4.944390,2,0x5F34517E
0.122723,2.854548,2.977203,2.854514,2,0x5F3C358A
0.110734,3.005103,3.071351,3.005100,2,0x5F35F54D
0.428598,1.527478,1.633389,1.527354,2,0x5F3ECB79
0.180045,2.356726,2.527113,2.356499,2,0x5F3DEB1C
0.024072,6.445254,6.533344,6.445253,2,0x5F33AAEE
0.682553,1.210408,1.276883,1.210369,2,0x5F3ACECF
0.053109,4.339282,4.126939,4.339200,2,0x5F30D40D
0.150068,2.581403,2.644760,2.581400,2,0x5F36197B
0.357652,1.672129,1.689800,1.671848,1,0x5F33DA74
1.549220,0.803421,0.847850,0.803395,2,0x5F3C3325
0.667973,1.223547,1.230567,1.223486,1,0x5F33035A
1.582518,0.794924,0.851327,0.794853,2,0x5F3F3891
0.106968,3.057539,3.089569,3.057034,1,0x5F3344A7
0.244822,2.021041,1.902488,2.020964,2,0x5F30DDF5
0.145383,2.622668,2.737725,2.622634,2,0x5F39A686
0.368987,1.646246,1.659802,1.646078,1,0x5F32EA4C
1.674278,0.772834,0.816314,0.772807,2,0x5F3C2153
1.980870,0.710513,0.722907,0.710187,1,0x5F37D703
0.090190,3.329826,3.390929,3.329824,2,0x5F355FAA
0.443867,1.500976,1.569519,1.500953,2,0x5F3A8741
0.234977,2.062942,1.968781,2.062912,2,0x5F344FFD
0.517040,1.390715,1.406293,1.390452,1,0x5F362FC3
0.602262,1.288568,1.377550,1.288464,2,0x5F3D6A7F
0.017058,7.656496,7.549197,7.656495,2,0x5F37721E
0.240417,2.039469,2.015873,2.039061,1,0x5F3C1C0E
0.016603,7.760800,7.730761,7.760626,1,0x5F3B63EB
0.120610,2.879447,2.949602,2.879444,2,0x5F38475D
0.015480,8.037313,7.659123,8.037184,2,0x5F33E800
1.280825,0.883599,0.902097,0.883014,1,0x5F38E8D6
0.013214,8.699377,9.015223,8.699325,2,0x5F3C7D71
0.016490,7.787378,7.575233,7.787364,2,0x5F35F334
1.753828,0.755104,0.776587,0.754178,1,0x5F370D18
0.034917,5.351536,5.682690,5.351261,2,0x5F3D5B6A
0.275700,1.904504,1.937121,1.903661,1,0x5F3E87D8
0.736945,1.164884,1.197083,1.164881,2,0x5F378E33
0.591142,1.300631,1.323853,1.300005,1,0x5F351E8E
0.989564,1.005259,0.958396,1.005244,2,0x5F340374
0.354041,1.680634,1.688691,1.680576,1,0x5F32C978
0.679549,1.213081,1.316186,1.212855,2,0x5F3F7442
0.539845,1.361023,1.458708,1.360895,2,0x5F3FD093
0.379413,1.623468,1.644559,1.623055,1,0x5F33A225
0.238729,2.046669,2.026327,2.046366,1,0x5F3BEA03
0.728668,1.171481,1.229568,1.171456,2,0x5F3AA775
0.021399,6.836056,7.258125,6.835707,2,0x5F3FE8CC
0.173897,2.398025,2.427097,2.397494,1,0x5F345E9D
0.033769,5.441798,5.690038,5.441716,2,0x5F3B3D5A
1.874964,0.730304,0.727935,0.730292,1,0x5F325962
0.167166,2.445830,2.547098,2.445805,2,0x5F389A68
1.607556,0.788709,0.833850,0.788680,2,0x5F3C5962
0.039448,5.034889,5.272344,5.034802,2,0x5F3980EC
0.017230,7.618231,7.509161,7.618229,2,0x5F36DE49
0.559118,1.337360,1.432044,1.337241,2,0x5F3EDE66
0.737749,1.164249,1.200806,1.164245,2,0x5F382294
0.053344,4.329711,4.433519,4.329706,2,0x5F3B1ECB
0.268661,1.929291,1.928957,1.929291,1,0x5F3BAF02
0.073887,3.678886,3.606080,3.678885,2,0x5F327304
0.558989,1.337515,1.328815,1.337430,1,0x5F31A38F
0.027328,6.049120,6.053220,6.049116,1,0x5F31A3F9
0.776076,1.135136,1.214926,1.135038,2,0x5F3ED926
0.014962,8.175406,8.128204,8.174998,1,0x5F3C9E1C
0.042667,4.841203,5.193069,4.840726,2,0x5F3D8F7C
0.740517,1.162070,1.239695,1.161989,2,0x5F3D779C
0.613540,1.276670,1.338998,1.276644,2,0x5F39ECC4
0.457812,1.477939,1.565604,1.477875,2,0x5F3D98DA
0.179930,2.357479,2.338623,2.357253,1,0x5F31CBD3
0.248025,2.007949,1.971130,2.006942,1,0x5F3B4B14
0.046698,4.627564,4.829363,4.627506,2,0x5F3A2D29
0.115532,2.942038,2.990834,2.942037,2,0x5F35B7F0
0.013828,8.503800,8.017509,8.503506,2,0x5F31901A
0.430592,1.523937,1.565206,1.523934,2,0x5F3693F1
1.285012,0.882158,0.921866,0.882146,2,0x5F3E3D0D
0.199403,2.239412,2.241117,2.239410,1,0x5F3586A0
0.028784,5.894212,6.094124,5.894185,2,0x5F38E918
0.018163,7.420087,7.203093,7.420069,2,0x5F30E4C7
1.181061,0.920161,0.947576,0.920158,2,0x5F3E2AE0
1.929184,0.719968,0.724033,0.719933,1,0x5F34D1F4
0.093187,3.275843,3.482407,3.275662,2,0x5F3E4C13
0.590983,1.300806,1.356900,1.300790,2,0x5F395439
0.264148,1.945701,1.939848,1.945675,1,0x5F3BEC24
0.157400,2.520565,2.740315,2.520046,2,0x5F3FF809
0.027185,6.065112,6.481232,6.064639,2,0x5F3EBF55
1.860257,0.733185,0.744600,0.732917,1,0x5F35AC8B
0.470499,1.457877,1.550127,1.457795,2,0x5F3EDD2C
0.145460,2.621976,2.755718,2.621915,2,0x5F3AD75B
0.718376,1.179842,1.255304,1.179773,2,0x5F3CA18C
1.249493,0.894608,0.926708,0.894603,2,0x5F3D3471
1.006490,0.996771,0.939634,0.996736,2,0x5F30F62A
0.068608,3.817783,3.859169,3.817107,1,0x5F3D3DED
0.402978,1.575286,1.632106,1.575277,2,0x5F381265
0.047688,4.579274,4.787971,4.579206,2,0x5F3AE129
0.078339,3.572817,3.662508,3.572812,2,0x5F3A9EA9
0.042874,4.829516,5.185256,4.829014,2,0x5F3DBBDE
1.091764,0.957052,0.962198,0.957011,1,0x5F3C320D
0.028228,5.951959,6.156552,5.951930,2,0x5F38A1AF
0.321123,1.764674,1.740283,1.764171,1,0x5F30F6AE
0.303842,1.814163,1.857428,1.814161,2,0x5F3B88C8
0.019851,7.097516,7.185144,7.097515,2,0x5F373C38
0.061192,4.042521,3.959252,4.042519,2,0x5F3AB6AD
1.128984,0.941144,0.906175,0.941138,2,0x5F303C65
0.156793,2.525440,2.536538,2.525367,1,0x5F329DC7
0.150668,2.576258,2.789324,2.575830,2,0x5F3FA8A4
0.076534,3.614711,3.760335,3.614678,2,0x5F3F0831
0.241984,2.032857,2.057388,2.032412,1,0x5F3F9187
0.367713,1.649094,1.763472,1.648959,2,0x5F3FDBEB
1.373868,0.853154,0.865893,0.852867,1,0x5F3598A1
0.034935,5.350159,5.447170,5.350157,2,0x5F35DB78
0.038738,5.080790,5.076416,5.080784,1,0x5F31C7E3
0.328731,1.744134,1.768597,1.743617,1,0x5F368916
0.034753,5.364149,5.316885,5.363526,1,0x5F3150C3
0.269270,1.927107,1.922067,1.927087,1,0x5F3AF531
1.497357,0.817217,0.856488,0.817202,2,0x5F3B1779
0.037563,5.159654,5.302258,5.159643,2,0x5F3699DE
0.171182,2.416965,2.413555,2.416958,1,0x5F321CE6
0.035593,5.300528,5.317645,5.300445,1,0x5F330F03
0.130174,2.771641,2.741316,2.771146,1,0x5F3217F3
1.279374,0.884100,0.885756,0.884095,1,0x5F34A22E
0.112147,2.986114,3.088117,2.986100,2,0x5F387A5A
0.320990,1.765037,1.734327,1.764241,1,0x5F302ADA
0.015127,8.130699,8.101811,8.130546,1,0x5F3D8C02
0.920022,1.042560,0.984190,1.042526,2,0x5F31B730
0.126327,2.813537,2.948763,2.813485,2,0x5F3D666B
0.014671,8.256118,7.969887,8.256079,2,0x5F3737D1
0.065559,3.905554,3.908247,3.905551,1,0x5F3D42B4
0.371369,1.640958,1.646904,1.640925,1,0x5F31DFC4
0.024451,6.395159,6.869677,6.394474,2,0x5F3FFB29
0.708276,1.188225,1.185616,1.188217,1,0x5F326B0F
0.044379,4.746938,5.131526,4.746212,2,0x5F3F1896
0.261694,1.954805,1.958151,1.954796,1,0x5F3DA30D
0.081993,3.492305,3.689420,3.492180,2,0x5F401564
0.516447,1.391512,1.415764,1.390875,1,0x5F3752AF
0.647529,1.242711,1.255793,1.242504,1,0x5F33A010
0.029379,5.834162,5.783487,5.833504,1,0x5F3168DD
0.118174,2.908975,2.961539,2.908973,2,0x5F368C56
0.029978,5.775629,5.970403,5.775603,2,0x5F39D7AB
0.141281,2.660472,2.729777,2.660468,2,0x5F370A9A
0.083209,3.466685,3.577090,3.466672,2,0x5F3A23D5
1.350271,0.860577,0.879760,0.859931,1,0x5F37A2C2
0.856816,1.080329,1.019070,1.080293,2,0x5F301D0F
0.195723,2.260365,2.238440,2.260047,1,0x5F337874
0.107903,3.044276,3.238940,3.044097,2,0x5F3DC8D0
0.016253,7.843925,7.732646,7.843924,2,0x5F3A0452
1.443276,0.832387,0.833149,0.832386,1,0x5F31A7EC
0.490712,1.427535,1.477590,1.427527,2,0x5F3AC0FA
0.037791,5.144043,5.132619,5.144006,1,0x5F31A3E3
0.042197,4.868103,5.128451,4.867964,2,0x5F3A8799
0.051862,4.391120,4.592778,4.391052,2,0x5F3D2EAA
0.028538,5.919512,6.012791,5.919510,2,0x5F354D5D
0.527940,1.376283,1.354335,1.375761,1,0x5F30EE5F
0.030620,5.714773,5.832349,5.714769,2,0x5F380DC5
0.116975,2.923841,3.129031,2.923590,2,0x5F400A50
0.370800,1.642216,1.652909,1.642112,1,0x5F327F3E
0.018100,7.432888,7.319047,7.432887,2,0x5F345922
1.105129,0.951248,0.943979,0.951164,1,0x5F38630E
0.297215,1.834276,1.804914,1.833575,1,0x5F331DB5
0.220240,2.130846,2.191503,2.130841,2,0x5F3D04E0
0.055351,4.250458,4.286229,4.250005,1,0x5F3A84DC
1.882874,0.728768,0.771357,0.728738,2,0x5F3DF8AA
