input, method, guess, after_one, final, iters
1.236899e-01,Blinn,3.020961e+00,2.838056e+00,2.843034e+00,2
1.236899e-01,QuakeIII,2.885822e+00,2.842411e+00,2.842411e+00,1
1.236899e-01,withoutDiv,2.924287e+00,2.839880e+00,2.843360e+00,2
1.236899e-01,optimal_grid,2.520960e+00,2.845034e+00,2.845034e+00,1
1.236899e-01,Moroz,2.886747e+00,2.844906e+00,2.844906e+00,1
4.513587e-02,Blinn,5.111305e+00,4.680824e+00,4.705173e+00,2
4.513587e-02,QuakeIII,4.841025e+00,4.701161e+00,4.706934e+00,2
4.513587e-02,withoutDiv,4.917955e+00,4.692544e+00,4.706879e+00,2
4.513587e-02,optimal_grid,4.111301e+00,4.706836e+00,4.706836e+00,1
4.513587e-02,Moroz,4.842876e+00,4.705256e+00,4.705256e+00,1
1.041302e-01,Blinn,3.333917e+00,3.087269e+00,3.098168e+00,2
1.041302e-01,QuakeIII,3.198777e+00,3.094052e+00,3.098918e+00,2
1.041302e-01,withoutDiv,3.237242e+00,3.089532e+00,3.098886e+00,2
1.041302e-01,optimal_grid,2.833915e+00,3.098078e+00,3.098078e+00,1
1.041302e-01,Moroz,3.199703e+00,3.096773e+00,3.101652e+00,95
1.006395e-01,Blinn,3.389768e+00,3.140591e+00,3.151457e+00,2
1.006395e-01,QuakeIII,3.254628e+00,3.147169e+00,3.152202e+00,2
1.006395e-01,withoutDiv,3.293093e+00,3.142629e+00,3.152170e+00,2
1.006395e-01,optimal_grid,2.889766e+00,3.150717e+00,3.150717e+00,1
1.006395e-01,Moroz,3.255553e+00,3.149938e+00,3.154984e+00,95
2.970880e-02,Blinn,6.197274e+00,5.786575e+00,5.800764e+00,2
2.970880e-02,QuakeIII,5.926995e+00,5.797643e+00,5.801725e+00,2
2.970880e-02,withoutDiv,6.003925e+00,5.791037e+00,5.801700e+00,2
2.970880e-02,optimal_grid,5.197271e+00,5.805375e+00,5.710193e+00,95
2.970880e-02,Moroz,5.928845e+00,5.802732e+00,5.802732e+00,1
4.934913e-02,Blinn,4.841656e+00,4.484790e+00,4.500439e+00,2
4.934913e-02,QuakeIII,4.571376e+00,4.499897e+00,4.499897e+00,1
4.934913e-02,withoutDiv,4.648306e+00,4.494275e+00,4.501513e+00,2
4.934913e-02,optimal_grid,3.920826e+00,4.500595e+00,4.500595e+00,1
4.934913e-02,Moroz,4.573227e+00,4.503829e+00,4.505486e+00,95
4.884406e-02,Blinn,4.873980e+00,4.506715e+00,4.523562e+00,2
4.884406e-02,QuakeIII,4.603701e+00,4.522666e+00,4.524744e+00,2
4.884406e-02,withoutDiv,4.680631e+00,4.516597e+00,4.524723e+00,2
4.884406e-02,optimal_grid,3.936988e+00,4.523474e+00,4.523474e+00,1
4.884406e-02,Moroz,4.605551e+00,4.526616e+00,4.526616e+00,1
7.201681e-02,Blinn,3.847731e+00,3.727993e+00,3.727993e+00,1
7.201681e-02,QuakeIII,3.712591e+00,3.726269e+00,3.726269e+00,1
7.201681e-02,withoutDiv,3.751056e+00,3.726099e+00,3.726099e+00,1
7.201681e-02,optimal_grid,3.347729e+00,3.728516e+00,3.667552e+00,95
7.201681e-02,Moroz,3.713517e+00,3.729543e+00,3.729619e+00,95
4.908272e-02,Blinn,4.858706e+00,4.496307e+00,4.512591e+00,2
4.908272e-02,QuakeIII,4.588427e+00,4.511867e+00,4.511867e+00,1
4.908272e-02,withoutDiv,4.665357e+00,4.506005e+00,4.513711e+00,2
4.908272e-02,optimal_grid,3.929351e+00,4.512623e+00,4.512623e+00,1
4.908272e-02,Moroz,4.590277e+00,4.515808e+00,4.517696e+00,95
2.050116e-02,Blinn,7.375852e+00,6.976049e+00,6.983610e+00,2
2.050116e-02,QuakeIII,7.105573e+00,6.980919e+00,6.984104e+00,2
2.050116e-02,withoutDiv,7.182503e+00,6.975572e+00,6.984090e+00,2
2.050116e-02,optimal_grid,6.375849e+00,6.983078e+00,6.983078e+00,1
2.050116e-02,Moroz,7.107423e+00,6.987067e+00,6.990242e+00,95
5.475832e-02,Blinn,4.495468e+00,4.270186e+00,4.273217e+00,2
5.475832e-02,QuakeIII,4.225188e+00,4.272600e+00,4.272600e+00,1
5.475832e-02,withoutDiv,4.302118e+00,4.273124e+00,4.273124e+00,1
5.475832e-02,optimal_grid,3.747732e+00,4.274285e+00,4.274285e+00,1
5.475832e-02,Moroz,4.227039e+00,4.276377e+00,4.277168e+00,95
1.885799e-01,Blinn,2.491361e+00,2.291724e+00,2.302041e+00,2
1.885799e-01,QuakeIII,2.356221e+00,2.300905e+00,2.300905e+00,1
1.885799e-01,withoutDiv,2.394686e+00,2.297204e+00,2.302759e+00,2
1.885799e-01,optimal_grid,1.995680e+00,2.301419e+00,2.301419e+00,1
1.885799e-01,Moroz,2.357147e+00,2.302911e+00,2.302911e+00,1
1.026049e-01,Blinn,3.358322e+00,3.110178e+00,3.121115e+00,2
1.026049e-01,QuakeIII,3.223182e+00,3.116894e+00,3.121867e+00,2
1.026049e-01,withoutDiv,3.261647e+00,3.112352e+00,3.121835e+00,2
1.026049e-01,optimal_grid,2.858320e+00,3.120726e+00,3.120726e+00,1
1.026049e-01,Moroz,3.224108e+00,3.119636e+00,3.124621e+00,95
1.437470e-02,Blinn,8.640155e+00,8.343289e+00,8.340820e+00,2
1.437470e-02,QuakeIII,8.099596e+00,8.330314e+00,8.340645e+00,2
1.437470e-02,withoutDiv,8.253456e+00,8.339301e+00,8.339301e+00,1
1.437470e-02,optimal_grid,7.320074e+00,8.342669e+00,8.209068e+00,95
1.437470e-02,Moroz,8.103297e+00,8.337749e+00,8.347992e+00,95
2.038767e-01,Blinn,2.368986e+00,2.208457e+00,2.214307e+00,2
2.038767e-01,QuakeIII,2.233846e+00,2.214458e+00,2.214458e+00,1
2.038767e-01,withoutDiv,2.272311e+00,2.212439e+00,2.214703e+00,2
2.038767e-01,optimal_grid,1.934492e+00,2.214658e+00,2.214658e+00,1
2.038767e-01,Moroz,2.234772e+00,2.216397e+00,2.216397e+00,1
2.271848e-01,Blinn,2.182522e+00,2.098231e+00,2.098231e+00,1
2.271848e-01,QuakeIII,2.047382e+00,2.096205e+00,2.096205e+00,1
2.271848e-01,withoutDiv,2.085847e+00,2.097918e+00,2.097918e+00,1
2.271848e-01,optimal_grid,1.841260e+00,2.098526e+00,2.098526e+00,1
2.271848e-01,Moroz,2.048307e+00,2.098071e+00,2.098071e+00,1
1.890085e-01,Blinn,2.487932e+00,2.289233e+00,2.299438e+00,2
1.890085e-01,QuakeIII,2.352792e+00,2.298347e+00,2.298347e+00,1
1.890085e-01,withoutDiv,2.391257e+00,2.294684e+00,2.300147e+00,2
1.890085e-01,optimal_grid,1.993965e+00,2.298861e+00,2.298861e+00,1
1.890085e-01,Moroz,2.353718e+00,2.300351e+00,2.300351e+00,1
1.060891e-01,Blinn,3.302575e+00,3.058702e+00,3.069436e+00,2
1.060891e-01,QuakeIII,3.167435e+00,3.065516e+00,3.070175e+00,2
1.060891e-01,withoutDiv,3.205900e+00,3.061055e+00,3.070145e+00,2
1.060891e-01,optimal_grid,2.802573e+00,3.069752e+00,3.069752e+00,1
1.060891e-01,Moroz,3.168360e+00,3.068212e+00,3.072883e+00,95
1.175471e-02,Blinn,9.981590e+00,9.178682e+00,9.223284e+00,3
1.175471e-02,QuakeIII,9.441031e+00,9.215706e+00,9.223455e+00,2
1.175471e-02,withoutDiv,9.594892e+00,9.200728e+00,9.223381e+00,2
1.175471e-02,optimal_grid,7.990792e+00,9.217765e+00,9.077941e+00,95
1.175471e-02,Moroz,9.444733e+00,9.223741e+00,9.223741e+00,1
1.312432e-02,Blinn,9.280351e+00,8.711881e+00,8.727873e+00,2
1.312432e-02,QuakeIII,8.739792e+00,8.728923e+00,8.728923e+00,1
1.312432e-02,withoutDiv,8.893652e+00,8.724253e+00,8.728939e+00,2
1.312432e-02,optimal_grid,7.640172e+00,8.729809e+00,8.729809e+00,1
1.312432e-02,Moroz,8.743493e+00,8.736592e+00,8.736612e+00,95
6.800787e-02,Blinn,3.911874e+00,3.837029e+00,3.834747e+00,2
6.800787e-02,QuakeIII,3.776734e+00,3.833300e+00,3.833300e+00,1
6.800787e-02,withoutDiv,3.815199e+00,3.834456e+00,3.834456e+00,1
6.800787e-02,optimal_grid,3.411872e+00,3.837044e+00,3.774102e+00,95
6.800787e-02,Moroz,3.777660e+00,3.836661e+00,3.837972e+00,95
1.133585e-01,Blinn,3.186264e+00,2.960364e+00,2.969483e+00,2
1.133585e-01,QuakeIII,3.051125e+00,2.966769e+00,2.970108e+00,2
1.133585e-01,withoutDiv,3.089590e+00,2.962807e+00,2.970086e+00,2
1.133585e-01,optimal_grid,2.686263e+00,2.971233e+00,2.971233e+00,1
1.133585e-01,Moroz,3.052050e+00,2.969374e+00,2.969374e+00,1
4.779621e-02,Blinn,4.941042e+00,4.553471e+00,4.572708e+00,2
4.779621e-02,QuakeIII,4.670763e+00,4.570987e+00,4.574071e+00,2
4.779621e-02,withoutDiv,4.747693e+00,4.564065e+00,4.574042e+00,2
4.779621e-02,optimal_grid,3.970520e+00,4.571974e+00,4.501907e+00,95
4.779621e-02,Moroz,4.672614e+00,4.574975e+00,4.574975e+00,1
4.026186e-02,Blinn,5.423241e+00,4.953823e+00,4.983590e+00,3
4.026186e-02,QuakeIII,5.152961e+00,4.974994e+00,4.983690e+00,2
4.026186e-02,withoutDiv,5.229891e+00,4.965172e+00,4.983610e+00,2
4.026186e-02,optimal_grid,4.423237e+00,4.986730e+00,4.905082e+00,95
4.026186e-02,Moroz,5.154812e+00,4.979332e+00,4.988092e+00,95
5.954517e-02,Blinn,4.189109e+00,4.100635e+00,4.098198e+00,2
5.954517e-02,QuakeIII,3.959415e+00,4.091090e+00,4.098028e+00,2
5.954517e-02,withoutDiv,3.997880e+00,4.094403e+00,4.098041e+00,2
5.954517e-02,optimal_grid,3.594553e+00,4.098916e+00,4.098916e+00,1
5.954517e-02,Moroz,3.960340e+00,4.094663e+00,4.101645e+00,95
2.478568e-02,Blinn,6.827434e+00,6.328914e+00,6.350349e+00,2
2.478568e-02,QuakeIII,6.557154e+00,6.341779e+00,6.351817e+00,2
2.478568e-02,withoutDiv,6.634084e+00,6.332750e+00,6.351755e+00,2
2.478568e-02,optimal_grid,5.827430e+00,6.348406e+00,6.251624e+00,95
2.478568e-02,Moroz,6.559005e+00,6.347361e+00,6.357421e+00,95
1.878021e-01,Blinn,2.497583e+00,2.296271e+00,2.306789e+00,2
1.878021e-01,QuakeIII,2.362443e+00,2.305568e+00,2.307540e+00,2
1.878021e-01,withoutDiv,2.400908e+00,2.301800e+00,2.307521e+00,2
1.878021e-01,optimal_grid,1.998791e+00,2.306082e+00,2.306082e+00,1
1.878021e-01,Moroz,2.363369e+00,2.307578e+00,2.307578e+00,1
8.872221e-02,Blinn,3.580445e+00,3.349258e+00,3.356745e+00,2
8.872221e-02,QuakeIII,3.445305e+00,3.353757e+00,3.357246e+00,2
8.872221e-02,withoutDiv,3.483770e+00,3.350009e+00,3.357228e+00,2
8.872221e-02,optimal_grid,3.080443e+00,3.355401e+00,3.355401e+00,1
8.872221e-02,Moroz,3.446230e+00,3.356712e+00,3.356712e+00,1
1.471514e-02,Blinn,8.465850e+00,8.248429e+00,8.243903e+00,2
1.471514e-02,QuakeIII,7.962646e+00,8.229416e+00,8.243581e+00,2
1.471514e-02,withoutDiv,8.079151e+00,8.238729e+00,8.243613e+00,2
1.471514e-02,optimal_grid,7.232922e+00,8.245489e+00,8.245489e+00,1
1.471514e-02,Moroz,7.964496e+00,8.236602e+00,8.250860e+00,95
3.757122e-02,Blinn,5.595442e+00,5.131755e+00,5.157238e+00,2
3.757122e-02,QuakeIII,5.325162e+00,5.150975e+00,5.159062e+00,2
3.757122e-02,withoutDiv,5.402092e+00,5.141641e+00,5.158993e+00,2
3.757122e-02,optimal_grid,4.595438e+00,5.162407e+00,5.077683e+00,95
3.757122e-02,Moroz,5.327013e+00,5.155475e+00,5.163613e+00,95
1.386917e-02,Blinn,8.898985e+00,8.487733e+00,8.491096e+00,2
1.386917e-02,QuakeIII,8.358426e+00,8.488209e+00,8.491309e+00,2
1.386917e-02,withoutDiv,8.512286e+00,8.491233e+00,8.491233e+00,1
1.386917e-02,optimal_grid,7.449489e+00,8.493196e+00,8.493196e+00,1
1.386917e-02,Moroz,8.362127e+00,8.495728e+00,8.498772e+00,95
2.402142e-02,Blinn,6.925258e+00,6.430361e+00,6.450686e+00,2
2.402142e-02,QuakeIII,6.654979e+00,6.442424e+00,6.452071e+00,2
2.402142e-02,withoutDiv,6.731909e+00,6.433628e+00,6.452014e+00,2
2.402142e-02,optimal_grid,5.925255e+00,6.448035e+00,6.350295e+00,95
2.402142e-02,Moroz,6.656829e+00,6.448096e+00,6.457762e+00,95
8.736654e-03,Blinn,1.152683e+01,1.065557e+01,1.069844e+01,3
8.736654e-03,QuakeIII,1.098627e+01,1.068691e+01,1.069859e+01,2
8.736654e-03,withoutDiv,1.114013e+01,1.067090e+01,1.069850e+01,2
8.736654e-03,optimal_grid,9.526827e+00,1.070549e+01,1.052981e+01,95
8.736654e-03,Moroz,1.098998e+01,1.069626e+01,1.070801e+01,95
1.471306e-02,Blinn,8.466913e+00,8.249002e+00,8.244484e+00,2
1.471306e-02,QuakeIII,7.963177e+00,8.229994e+00,8.244163e+00,2
1.471306e-02,withoutDiv,8.080215e+00,8.239339e+00,8.244195e+00,2
1.471306e-02,optimal_grid,7.233453e+00,8.246073e+00,8.246073e+00,1
1.471306e-02,Moroz,7.965028e+00,8.237180e+00,8.251442e+00,95
1.122013e-01,Blinn,3.204779e+00,2.975264e+00,2.984734e+00,2
1.122013e-01,QuakeIII,3.069639e+00,2.981790e+00,2.985383e+00,2
1.122013e-01,withoutDiv,3.108104e+00,2.977720e+00,2.985360e+00,2
1.122013e-01,optimal_grid,2.704777e+00,2.986287e+00,2.986287e+00,1
1.122013e-01,Moroz,3.070565e+00,2.984409e+00,2.984409e+00,1
1.105236e-01,Blinn,3.231622e+00,2.997352e+00,3.007273e+00,2
1.105236e-01,QuakeIII,3.096482e+00,3.004017e+00,3.007955e+00,2
1.105236e-01,withoutDiv,3.134947e+00,2.999808e+00,3.007929e+00,2
1.105236e-01,optimal_grid,2.731620e+00,3.008511e+00,3.008511e+00,1
1.105236e-01,Moroz,3.097407e+00,3.006656e+00,3.006656e+00,1
9.022399e-02,Blinn,3.556416e+00,3.320462e+00,3.328637e+00,2
9.022399e-02,QuakeIII,3.421277e+00,3.325337e+00,3.329186e+00,2
9.022399e-02,withoutDiv,3.459742e+00,3.321414e+00,3.329166e+00,2
9.022399e-02,optimal_grid,3.056415e+00,3.327191e+00,3.276666e+00,95
9.022399e-02,Moroz,3.422202e+00,3.328267e+00,3.328267e+00,1
5.872510e-02,Blinn,4.241594e+00,4.128898e+00,4.126698e+00,2
5.872510e-02,QuakeIII,3.985657e+00,4.119425e+00,4.126541e+00,2
5.872510e-02,withoutDiv,4.048244e+00,4.124344e+00,4.126558e+00,2
5.872510e-02,optimal_grid,3.620795e+00,4.127506e+00,4.127506e+00,1
5.872510e-02,Moroz,3.986583e+00,4.123022e+00,4.130185e+00,95
1.034242e-02,Blinn,1.070468e+01,9.773208e+00,9.832819e+00,3
1.034242e-02,QuakeIII,1.016412e+01,9.816160e+00,9.833024e+00,2
1.034242e-02,withoutDiv,1.031798e+01,9.796607e+00,9.832865e+00,2
1.034242e-02,optimal_grid,8.704677e+00,9.838508e+00,9.677925e+00,95
1.034242e-02,Moroz,1.016783e+01,9.824715e+00,9.841706e+00,95
3.297441e-02,Blinn,5.889638e+00,5.491550e+00,5.505970e+00,2
3.297441e-02,QuakeIII,5.619359e+00,5.503489e+00,5.506951e+00,2
3.297441e-02,withoutDiv,5.696289e+00,5.497078e+00,5.506927e+00,2
3.297441e-02,optimal_grid,4.889635e+00,5.510323e+00,5.420068e+00,95
3.297441e-02,Moroz,5.621209e+00,5.508315e+00,5.508315e+00,1
2.042761e-02,Blinn,7.385266e+00,6.988988e+00,6.996195e+00,2
2.042761e-02,QuakeIII,7.114987e+00,6.993649e+00,6.996665e+00,2
2.042761e-02,withoutDiv,7.191917e+00,6.988419e+00,6.996653e+00,2
2.042761e-02,optimal_grid,6.385263e+00,6.995798e+00,6.995798e+00,1
2.042761e-02,Moroz,7.116838e+00,6.999809e+00,7.002814e+00,95
1.237942e-02,Blinn,9.661738e+00,8.955118e+00,8.987599e+00,3
1.237942e-02,QuakeIII,9.121180e+00,8.984740e+00,8.987726e+00,2
1.237942e-02,withoutDiv,9.275040e+00,8.973804e+00,8.987696e+00,2
1.237942e-02,optimal_grid,7.830866e+00,8.986062e+00,8.986062e+00,1
1.237942e-02,Moroz,9.124881e+00,8.992593e+00,8.995624e+00,95
1.943032e-02,Blinn,7.512919e+00,7.171380e+00,7.173820e+00,2
1.943032e-02,QuakeIII,7.242640e+00,7.172989e+00,7.172989e+00,1
1.943032e-02,withoutDiv,7.319570e+00,7.169516e+00,7.173974e+00,2
1.943032e-02,optimal_grid,6.512916e+00,7.175404e+00,7.175404e+00,1
1.943032e-02,Moroz,7.244491e+00,7.179302e+00,7.180281e+00,95
3.163226e-02,Blinn,5.975535e+00,5.611852e+00,5.621899e+00,2
3.163226e-02,QuakeIII,5.705256e+00,5.620737e+00,5.620737e+00,1
3.163226e-02,withoutDiv,5.782186e+00,5.615709e+00,5.622557e+00,2
3.163226e-02,optimal_grid,4.975532e+00,5.625630e+00,5.533859e+00,95
3.163226e-02,Moroz,5.707107e+00,5.625670e+00,5.627510e+00,95
1.091386e-01,Blinn,3.253783e+00,3.016039e+00,3.026277e+00,2
1.091386e-01,QuakeIII,3.118643e+00,3.022784e+00,3.026980e+00,2
1.091386e-01,withoutDiv,3.157108e+00,3.018479e+00,3.026953e+00,2
1.091386e-01,optimal_grid,2.753781e+00,3.027234e+00,3.027234e+00,1
1.091386e-01,Moroz,3.119569e+00,3.025440e+00,3.025440e+00,1
5.230018e-02,Blinn,4.652789e+00,4.363654e+00,4.372119e+00,2
5.230018e-02,QuakeIII,4.382509e+00,4.372654e+00,4.372654e+00,1
5.230018e-02,withoutDiv,4.459439e+00,4.370088e+00,4.372685e+00,2
5.230018e-02,optimal_grid,3.826393e+00,4.373064e+00,4.373064e+00,1
5.230018e-02,Moroz,4.384360e+00,4.376494e+00,4.376529e+00,95
1.482751e-02,Blinn,8.408314e+00,8.217432e+00,8.212623e+00,2
1.482751e-02,QuakeIII,7.933877e+00,8.198319e+00,8.212284e+00,2
1.482751e-02,withoutDiv,8.021615e+00,8.205729e+00,8.212312e+00,2
1.482751e-02,optimal_grid,7.204154e+00,8.214110e+00,8.214110e+00,1
1.482751e-02,Moroz,7.935728e+00,8.205478e+00,8.219535e+00,95
2.597832e-02,Blinn,6.674776e+00,6.180982e+00,6.202800e+00,2
2.597832e-02,QuakeIII,6.404496e+00,6.194533e+00,6.204301e+00,2
2.597832e-02,withoutDiv,6.481426e+00,6.185484e+00,6.204239e+00,2
2.597832e-02,optimal_grid,5.674772e+00,6.202533e+00,6.202533e+00,1
2.597832e-02,Moroz,6.406347e+00,6.199981e+00,6.209775e+00,95
1.363433e-01,Blinn,2.909254e+00,2.698714e+00,2.707598e+00,2
1.363433e-01,QuakeIII,2.774114e+00,2.705790e+00,2.708212e+00,2
1.363433e-01,withoutDiv,2.812579e+00,2.702105e+00,2.708194e+00,2
1.363433e-01,optimal_grid,2.409252e+00,2.709935e+00,2.709935e+00,1
1.363433e-01,Moroz,2.775039e+00,2.708160e+00,2.708160e+00,1
1.412878e-01,Blinn,2.869698e+00,2.649138e+00,2.659662e+00,2
1.412878e-01,QuakeIII,2.734558e+00,2.657275e+00,2.660399e+00,2
1.412878e-01,withoutDiv,2.773023e+00,2.653153e+00,2.660375e+00,2
1.412878e-01,optimal_grid,2.369696e+00,2.662120e+00,2.662120e+00,1
1.412878e-01,Moroz,2.735483e+00,2.659601e+00,2.659601e+00,1
6.010943e-02,Blinn,4.152997e+00,4.081303e+00,4.078916e+00,2
6.010943e-02,QuakeIII,3.941359e+00,4.071899e+00,4.078748e+00,2
6.010943e-02,withoutDiv,3.979824e+00,4.075194e+00,4.078761e+00,2
6.010943e-02,optimal_grid,3.576497e+00,4.079566e+00,4.079566e+00,1
6.010943e-02,Moroz,3.942284e+00,4.075456e+00,4.082348e+00,95
9.987856e-03,Blinn,1.088622e+01,9.946527e+00,1.000583e+01,3
9.987856e-03,QuakeIII,1.034566e+01,9.988595e+00,1.000603e+01,2
9.987856e-03,withoutDiv,1.049952e+01,9.968977e+00,1.000587e+01,2
9.987856e-03,optimal_grid,8.886211e+00,1.001223e+01,9.848205e+00,95
9.987856e-03,Moroz,1.034936e+01,9.997306e+00,1.001487e+01,95
1.851834e-02,Blinn,7.629653e+00,7.350014e+00,7.350014e+00,1
1.851834e-02,QuakeIII,7.359374e+00,7.348481e+00,7.348481e+00,1
1.851834e-02,withoutDiv,7.436304e+00,7.346926e+00,7.346926e+00,1
1.851834e-02,optimal_grid,6.629650e+00,7.351960e+00,7.232563e+00,95
1.851834e-02,Moroz,7.361224e+00,7.354942e+00,7.354961e+00,95
2.015798e-02,Blinn,7.419779e+00,7.037015e+00,7.042921e+00,2
2.015798e-02,QuakeIII,7.149499e+00,7.040892e+00,7.043304e+00,2
2.015798e-02,withoutDiv,7.226429e+00,7.036102e+00,7.043294e+00,2
2.015798e-02,optimal_grid,6.419775e+00,7.043032e+00,7.043032e+00,1
2.015798e-02,Moroz,7.151350e+00,7.047092e+00,7.049493e+00,95
8.738536e-02,Blinn,3.601834e+00,3.375552e+00,3.382375e+00,2
8.738536e-02,QuakeIII,3.466695e+00,3.379689e+00,3.382830e+00,2
8.738536e-02,withoutDiv,3.505160e+00,3.376119e+00,3.382814e+00,2
8.738536e-02,optimal_grid,3.101833e+00,3.381167e+00,3.381167e+00,1
8.738536e-02,Moroz,3.467620e+00,3.382667e+00,3.382667e+00,1
5.372056e-02,Blinn,4.561884e+00,4.308952e+00,4.314150e+00,2
5.372056e-02,QuakeIII,4.291605e+00,4.314311e+00,4.314311e+00,1
5.372056e-02,withoutDiv,4.368535e+00,4.313473e+00,4.313473e+00,1
5.372056e-02,optimal_grid,3.780941e+00,4.315206e+00,4.315206e+00,1
5.372056e-02,Moroz,4.293456e+00,4.318112e+00,4.318283e+00,95
1.230936e-02,Blinn,9.697605e+00,8.979210e+00,9.013132e+00,3
1.230936e-02,QuakeIII,9.157046e+00,9.009807e+00,9.013264e+00,2
1.230936e-02,withoutDiv,9.310906e+00,8.998361e+00,9.013229e+00,2
1.230936e-02,optimal_grid,7.848799e+00,9.011251e+00,8.871058e+00,95
1.230936e-02,Moroz,9.160748e+00,9.017677e+00,9.021184e+00,95
1.025194e-01,Blinn,3.359690e+00,3.111480e+00,3.122417e+00,2
1.025194e-01,QuakeIII,3.224551e+00,3.118192e+00,3.123168e+00,2
1.025194e-01,withoutDiv,3.263016e+00,3.113649e+00,3.123137e+00,2
1.025194e-01,optimal_grid,2.859689e+00,3.122011e+00,3.122011e+00,1
1.025194e-01,Moroz,3.225476e+00,3.120935e+00,3.125924e+00,95
1.238410e-02,Blinn,9.659339e+00,8.953514e+00,8.985899e+00,3
1.238410e-02,QuakeIII,9.118780e+00,8.983070e+00,8.986026e+00,2
1.238410e-02,withoutDiv,9.272640e+00,8.972168e+00,8.985994e+00,2
1.238410e-02,optimal_grid,7.829666e+00,8.984385e+00,8.984385e+00,1
1.238410e-02,Moroz,9.122481e+00,8.990921e+00,8.993921e+00,95
1.098183e-02,Blinn,1.037730e+01,9.486624e+00,9.542278e+00,3
1.098183e-02,QuakeIII,9.836743e+00,9.528761e+00,9.542480e+00,2
1.098183e-02,withoutDiv,9.990603e+00,9.510453e+00,9.542348e+00,2
1.098183e-02,optimal_grid,8.377295e+00,9.544937e+00,9.391952e+00,95
1.098183e-02,Moroz,9.840445e+00,9.537060e+00,9.550893e+00,95
2.453573e-02,Blinn,6.859427e+00,6.361495e+00,6.382643e+00,2
2.453573e-02,QuakeIII,6.589148e+00,6.374129e+00,6.384089e+00,2
2.453573e-02,withoutDiv,6.666078e+00,6.365158e+00,6.384028e+00,2
2.453573e-02,optimal_grid,5.859424e+00,6.380431e+00,6.283387e+00,95
2.453573e-02,Moroz,6.590998e+00,6.379741e+00,6.389721e+00,95
1.107035e-01,Blinn,3.228744e+00,2.994956e+00,3.004832e+00,2
1.107035e-01,QuakeIII,3.093604e+00,3.001608e+00,3.005510e+00,2
1.107035e-01,withoutDiv,3.132069e+00,2.997413e+00,3.005485e+00,2
1.107035e-01,optimal_grid,2.728742e+00,3.006105e+00,3.006105e+00,1
1.107035e-01,Moroz,3.094530e+00,3.004245e+00,3.004245e+00,1
6.058677e-02,Blinn,4.122447e+00,4.065006e+00,4.062805e+00,2
6.058677e-02,QuakeIII,3.926084e+00,4.055856e+00,4.062649e+00,2
6.058677e-02,withoutDiv,3.964549e+00,4.059140e+00,4.062662e+00,2
6.058677e-02,optimal_grid,3.561222e+00,4.063395e+00,4.063395e+00,1
6.058677e-02,Moroz,3.927009e+00,4.059399e+00,4.066235e+00,95
3.464157e-02,Blinn,5.782940e+00,5.352149e+00,5.371456e+00,2
3.464157e-02,QuakeIII,5.512661e+00,5.367299e+00,5.372798e+00,2
3.464157e-02,withoutDiv,5.589591e+00,5.359510e+00,5.372757e+00,2
3.464157e-02,optimal_grid,4.782937e+00,5.376250e+00,5.288036e+00,95
3.464157e-02,Moroz,5.514511e+00,5.371998e+00,5.371998e+00,1
3.921042e-02,Blinn,5.490533e+00,5.020781e+00,5.049971e+00,3
3.921042e-02,QuakeIII,5.220254e+00,5.041395e+00,5.050069e+00,2
3.921042e-02,withoutDiv,5.297184e+00,5.031661e+00,5.049991e+00,2
3.921042e-02,optimal_grid,4.490530e+00,5.053276e+00,4.970413e+00,95
3.921042e-02,Moroz,5.222105e+00,5.045793e+00,5.054528e+00,95
1.910452e-02,Blinn,7.554622e+00,7.233858e+00,7.233858e+00,1
1.910452e-02,QuakeIII,7.284342e+00,7.234382e+00,7.234382e+00,1
1.910452e-02,withoutDiv,7.361272e+00,7.231559e+00,7.234888e+00,2
1.910452e-02,optimal_grid,6.554618e+00,7.237076e+00,7.120741e+00,95
1.910452e-02,Moroz,7.286193e+00,7.240747e+00,7.241246e+00,95
3.126024e-02,Blinn,5.999345e+00,5.646537e+00,5.655343e+00,2
3.126024e-02,QuakeIII,5.729065e+00,5.654503e+00,5.654503e+00,1
3.126024e-02,withoutDiv,5.805995e+00,5.649902e+00,5.655918e+00,2
3.126024e-02,optimal_grid,4.999341e+00,5.658835e+00,5.566690e+00,95
3.126024e-02,Moroz,5.730916e+00,5.659466e+00,5.660897e+00,95
3.006854e-02,Blinn,6.151227e+00,5.753065e+00,5.766040e+00,2
3.006854e-02,QuakeIII,5.880947e+00,5.763514e+00,5.766915e+00,2
3.006854e-02,withoutDiv,5.957877e+00,5.757329e+00,5.766894e+00,2
3.006854e-02,optimal_grid,5.151223e+00,5.770660e+00,5.675930e+00,95
3.006854e-02,Moroz,5.882798e+00,5.768573e+00,5.768573e+00,1
1.779478e-01,Blinn,2.576417e+00,2.356994e+00,2.369650e+00,2
1.779478e-01,QuakeIII,2.441278e+00,2.367380e+00,2.370568e+00,2
1.779478e-01,withoutDiv,2.479743e+00,2.362918e+00,2.370538e+00,2
1.779478e-01,optimal_grid,2.076416e+00,2.370906e+00,2.370906e+00,1
1.779478e-01,Moroz,2.442203e+00,2.369442e+00,2.369442e+00,1
2.378275e-02,Blinn,6.955809e+00,6.463178e+00,6.483018e+00,2
2.378275e-02,QuakeIII,6.685529e+00,6.474933e+00,6.484367e+00,2
