input, method, guess, after_one, final, iters
3.776967e-02,QuakeIII,5.312462e+00,5.137297e+00,5.145490e+00,2
3.776967e-02,withoutDiv,5.389392e+00,5.127897e+00,5.145420e+00,2
3.776967e-02,optimal_grid,4.582738e+00,5.148824e+00,5.064326e+00,95
3.776967e-02,Moroz,5.314312e+00,5.141783e+00,5.150030e+00,95
9.223726e-02,Blinn,3.524204e+00,3.283056e+00,3.292044e+00,2
9.223726e-02,QuakeIII,3.389064e+00,3.288384e+00,3.292651e+00,2
9.223726e-02,withoutDiv,3.427529e+00,3.284260e+00,3.292627e+00,2
9.223726e-02,optimal_grid,3.024202e+00,3.290548e+00,3.240709e+00,95
9.223726e-02,Moroz,3.389989e+00,3.291281e+00,3.291281e+00,1
6.347574e-02,Blinn,3.984388e+00,3.969970e+00,3.969970e+00,1
6.347574e-02,QuakeIII,3.849249e+00,3.963760e+00,3.969126e+00,2
6.347574e-02,withoutDiv,3.887714e+00,3.966649e+00,3.969135e+00,2
6.347574e-02,optimal_grid,3.484387e+00,3.970142e+00,3.970142e+00,1
6.347574e-02,Moroz,3.850174e+00,3.967226e+00,3.967226e+00,1
2.401971e-02,Blinn,6.925477e+00,6.430594e+00,6.450916e+00,2
2.401971e-02,QuakeIII,6.655197e+00,6.442655e+00,6.452301e+00,2
2.401971e-02,withoutDiv,6.732127e+00,6.433859e+00,6.452244e+00,2
2.401971e-02,optimal_grid,5.925473e+00,6.448264e+00,6.350520e+00,95
2.401971e-02,Moroz,6.657048e+00,6.448328e+00,6.457991e+00,95
8.466162e-02,Blinn,3.645414e+00,3.431123e+00,3.436465e+00,2
8.466162e-02,QuakeIII,3.510274e+00,3.434448e+00,3.436817e+00,2
8.466162e-02,withoutDiv,3.548739e+00,3.431293e+00,3.436806e+00,2
8.466162e-02,optimal_grid,3.145412e+00,3.435661e+00,3.435661e+00,1
8.466162e-02,Moroz,3.511200e+00,3.437474e+00,3.437474e+00,1
2.460314e-01,Blinn,2.031749e+00,2.016834e+00,2.016834e+00,1
2.460314e-01,QuakeIII,1.948305e+00,2.012688e+00,2.016058e+00,2
2.460314e-01,withoutDiv,1.967537e+00,2.014328e+00,2.014328e+00,1
2.460314e-01,optimal_grid,1.765874e+00,2.016346e+00,2.016346e+00,1
2.460314e-01,Moroz,1.948767e+00,2.014447e+00,2.014447e+00,1
3.116695e-02,Blinn,6.010630e+00,5.654710e+00,5.663782e+00,2
3.116695e-02,QuakeIII,5.740351e+00,5.662851e+00,5.662851e+00,1
3.116695e-02,withoutDiv,5.817281e+00,5.658140e+00,5.664375e+00,2
3.116695e-02,optimal_grid,5.010627e+00,5.667414e+00,5.575015e+00,95
3.116695e-02,Moroz,5.742201e+00,5.667822e+00,5.669362e+00,95
1.739659e-01,Blinn,2.608273e+00,2.383316e+00,2.396579e+00,2
1.739659e-01,QuakeIII,2.473134e+00,2.393940e+00,2.397543e+00,2
1.739659e-01,withoutDiv,2.511599e+00,2.389285e+00,2.397509e+00,2
1.739659e-01,optimal_grid,2.108272e+00,2.398341e+00,2.398341e+00,1
1.739659e-01,Moroz,2.474059e+00,2.396025e+00,2.396025e+00,1
5.657484e-02,Blinn,4.379210e+00,4.204337e+00,4.204337e+00,1
5.657484e-02,QuakeIII,4.108931e+00,4.201031e+00,4.204245e+00,2
5.657484e-02,withoutDiv,4.185861e+00,4.204128e+00,4.204128e+00,1
5.657484e-02,optimal_grid,3.689604e+00,4.205248e+00,4.205248e+00,1
5.657484e-02,Moroz,4.110782e+00,4.204768e+00,4.204768e+00,1
1.465666e-02,Blinn,8.495792e+00,8.264616e+00,8.260319e+00,2
1.465666e-02,QuakeIII,7.977617e+00,8.245728e+00,8.260011e+00,2
1.465666e-02,withoutDiv,8.109094e+00,8.255935e+00,8.260045e+00,2
1.465666e-02,optimal_grid,7.247893e+00,8.261953e+00,8.261953e+00,1
1.465666e-02,Moroz,7.979467e+00,8.252927e+00,8.267304e+00,95
1.277777e-02,Blinn,9.457780e+00,8.822270e+00,8.844970e+00,2
1.277777e-02,QuakeIII,8.917221e+00,8.845669e+00,8.845669e+00,1
1.277777e-02,withoutDiv,9.071081e+00,8.837896e+00,8.846506e+00,2
1.277777e-02,optimal_grid,7.728887e+00,8.846445e+00,8.846445e+00,1
1.277777e-02,Moroz,8.920922e+00,8.853418e+00,8.854291e+00,95
1.515840e-01,Blinn,2.787328e+00,2.554552e+00,2.567523e+00,2
1.515840e-01,QuakeIII,2.652189e+00,2.564325e+00,2.568453e+00,2
1.515840e-01,withoutDiv,2.690654e+00,2.559606e+00,2.568417e+00,2
1.515840e-01,optimal_grid,2.287327e+00,2.570116e+00,2.570116e+00,1
1.515840e-01,Moroz,2.653114e+00,2.566564e+00,2.566564e+00,1
8.994175e-02,Blinn,3.560932e+00,3.325815e+00,3.333866e+00,2
8.994175e-02,QuakeIII,3.425792e+00,3.330622e+00,3.334406e+00,2
8.994175e-02,withoutDiv,3.464257e+00,3.326730e+00,3.334386e+00,2
8.994175e-02,optimal_grid,3.060930e+00,3.332435e+00,3.281804e+00,95
8.994175e-02,Moroz,3.426718e+00,3.333556e+00,3.333556e+00,1
3.000761e-02,Blinn,6.159026e+00,5.758693e+00,5.771878e+00,2
3.000761e-02,QuakeIII,5.888747e+00,5.769252e+00,5.772768e+00,2
3.000761e-02,withoutDiv,5.965677e+00,5.762994e+00,5.772746e+00,2
3.000761e-02,optimal_grid,5.159023e+00,5.776506e+00,5.681690e+00,95
3.000761e-02,Moroz,5.890597e+00,5.774316e+00,5.774316e+00,1
9.765904e-03,Blinn,1.099986e+01,1.006077e+01,1.011890e+01,3
9.765904e-03,QuakeIII,1.045930e+01,1.010180e+01,1.011910e+01,2
9.765904e-03,withoutDiv,1.061316e+01,1.008238e+01,1.011894e+01,2
9.765904e-03,optimal_grid,8.999850e+00,1.012555e+01,9.959488e+00,95
9.765904e-03,Moroz,1.046300e+01,1.011061e+01,1.012803e+01,95
1.975344e-02,Blinn,7.471560e+00,7.110845e+00,7.114805e+00,2
1.975344e-02,QuakeIII,7.201281e+00,7.113488e+00,7.113488e+00,1
1.975344e-02,withoutDiv,7.278211e+00,7.109407e+00,7.115055e+00,2
1.975344e-02,optimal_grid,6.471557e+00,7.115723e+00,7.115723e+00,1
1.975344e-02,Moroz,7.203131e+00,7.119751e+00,7.121312e+00,95
2.967446e-02,Blinn,6.201669e+00,5.789809e+00,5.804112e+00,2
2.967446e-02,QuakeIII,5.931390e+00,5.800933e+00,5.805080e+00,2
2.967446e-02,withoutDiv,6.008320e+00,5.794288e+00,5.805055e+00,2
2.967446e-02,optimal_grid,5.201666e+00,5.808714e+00,5.713494e+00,95
2.967446e-02,Moroz,5.933240e+00,5.806025e+00,5.806025e+00,1
1.919098e-01,Blinn,2.464721e+00,2.272628e+00,2.282046e+00,2
1.919098e-01,QuakeIII,2.329582e+00,2.281260e+00,2.281260e+00,1
1.919098e-01,withoutDiv,2.368047e+00,2.277869e+00,2.282698e+00,2
1.919098e-01,optimal_grid,1.982360e+00,2.281742e+00,2.281742e+00,1
1.919098e-01,Moroz,2.330507e+00,2.283250e+00,2.283250e+00,1
6.876257e-02,Blinn,3.899799e+00,3.815905e+00,3.813644e+00,2
6.876257e-02,QuakeIII,3.764659e+00,3.812567e+00,3.812567e+00,1
6.876257e-02,withoutDiv,3.803124e+00,3.813459e+00,3.813459e+00,1
6.876257e-02,optimal_grid,3.399797e+00,3.815975e+00,3.753334e+00,95
6.876257e-02,Moroz,3.765584e+00,3.815912e+00,3.816852e+00,95
2.140182e-02,Blinn,7.260567e+00,6.823038e+00,6.834784e+00,2
2.140182e-02,QuakeIII,6.990287e+00,6.830276e+00,6.835562e+00,2
2.140182e-02,withoutDiv,7.067217e+00,6.823660e+00,6.835537e+00,2
2.140182e-02,optimal_grid,6.260563e+00,6.832860e+00,6.727719e+00,95
2.140182e-02,Moroz,6.992138e+00,6.836293e+00,6.836293e+00,1
9.748850e-03,Blinn,1.100859e+01,1.006974e+01,1.012775e+01,3
9.748850e-03,QuakeIII,1.046803e+01,1.011067e+01,1.012795e+01,2
9.748850e-03,withoutDiv,1.062189e+01,1.009128e+01,1.012779e+01,2
9.748850e-03,optimal_grid,9.008582e+00,1.013441e+01,9.968196e+00,95
9.748850e-03,Moroz,1.047173e+01,1.011950e+01,1.013689e+01,95
1.215080e-01,Blinn,3.055872e+00,2.862430e+00,2.868382e+00,2
1.215080e-01,QuakeIII,2.920732e+00,2.867362e+00,2.867362e+00,1
1.215080e-01,withoutDiv,2.959198e+00,2.864463e+00,2.868773e+00,2
1.215080e-01,optimal_grid,2.555871e+00,2.870635e+00,2.870635e+00,1
1.215080e-01,Moroz,2.921658e+00,2.869879e+00,2.869879e+00,1
1.544498e-02,Blinn,8.092168e+00,8.048861e+00,8.046628e+00,2
1.544498e-02,QuakeIII,7.775805e+00,8.032981e+00,8.046453e+00,2
1.544498e-02,withoutDiv,7.852735e+00,8.039545e+00,8.046477e+00,2
1.544498e-02,optimal_grid,7.046081e+00,8.047489e+00,8.047489e+00,1
1.544498e-02,Moroz,7.777655e+00,8.039999e+00,8.053555e+00,95
1.590106e-02,Blinn,7.964664e+00,7.932106e+00,7.932106e+00,1
1.590106e-02,QuakeIII,7.694385e+00,7.919833e+00,7.930231e+00,2
1.590106e-02,withoutDiv,7.771315e+00,7.925506e+00,7.930247e+00,2
1.590106e-02,optimal_grid,6.964661e+00,7.932417e+00,7.805130e+00,95
1.590106e-02,Moroz,7.696236e+00,7.926759e+00,7.937218e+00,95
2.466592e-02,Blinn,6.842762e+00,6.344453e+00,6.365759e+00,2
2.466592e-02,QuakeIII,6.572483e+00,6.357211e+00,6.367218e+00,2
2.466592e-02,withoutDiv,6.649413e+00,6.348207e+00,6.367156e+00,2
2.466592e-02,optimal_grid,5.842759e+00,6.363684e+00,6.266782e+00,95
2.466592e-02,Moroz,6.574333e+00,6.362807e+00,6.372835e+00,95
3.463815e-02,Blinn,5.783158e+00,5.352424e+00,5.371722e+00,2
3.463815e-02,QuakeIII,5.512879e+00,5.367568e+00,5.373064e+00,2
3.463815e-02,withoutDiv,5.589809e+00,5.359781e+00,5.373023e+00,2
3.463815e-02,optimal_grid,4.783155e+00,5.376515e+00,5.288297e+00,95
3.463815e-02,Moroz,5.514729e+00,5.372267e+00,5.372267e+00,1
2.393199e-01,Blinn,2.085441e+00,2.045434e+00,2.045434e+00,1
2.393199e-01,QuakeIII,1.975151e+00,2.040687e+00,2.044131e+00,2
2.393199e-01,withoutDiv,1.994383e+00,2.042338e+00,2.042338e+00,1
2.393199e-01,optimal_grid,1.792720e+00,2.044559e+00,2.044559e+00,1
2.393199e-01,Moroz,1.975613e+00,2.042469e+00,2.042469e+00,1
2.006902e-02,Blinn,7.431165e+00,7.053066e+00,7.058541e+00,2
2.006902e-02,QuakeIII,7.160886e+00,7.056677e+00,7.058897e+00,2
2.006902e-02,withoutDiv,7.237816e+00,7.052038e+00,7.058888e+00,2
2.006902e-02,optimal_grid,6.431162e+00,7.058826e+00,7.058826e+00,1
2.006902e-02,Moroz,7.162736e+00,7.062891e+00,7.065099e+00,95
1.851632e-02,Blinn,7.629911e+00,7.350422e+00,7.350422e+00,1
1.851632e-02,QuakeIII,7.359632e+00,7.348882e+00,7.348882e+00,1
1.851632e-02,withoutDiv,7.436562e+00,7.347331e+00,7.347331e+00,1
1.851632e-02,optimal_grid,6.629908e+00,7.352364e+00,7.232956e+00,95
1.851632e-02,Moroz,7.361482e+00,7.355343e+00,7.355361e+00,95
1.035110e-01,Blinn,3.343824e+00,3.096497e+00,3.107421e+00,2
1.035110e-01,QuakeIII,3.208684e+00,3.103257e+00,3.108172e+00,2
1.035110e-01,withoutDiv,3.247149e+00,3.098726e+00,3.108141e+00,2
1.035110e-01,optimal_grid,2.843822e+00,3.107207e+00,3.107207e+00,1
1.035110e-01,Moroz,3.209610e+00,3.105987e+00,3.110915e+00,95
1.317650e-01,Blinn,2.945880e+00,2.747217e+00,2.754374e+00,2
1.317650e-01,QuakeIII,2.810740e+00,2.753151e+00,2.753151e+00,1
1.317650e-01,withoutDiv,2.849205e+00,2.749961e+00,2.754849e+00,2
1.317650e-01,optimal_grid,2.445878e+00,2.756544e+00,2.756544e+00,1
1.317650e-01,Moroz,2.811665e+00,2.755565e+00,2.755565e+00,1
1.558795e-02,Blinn,8.018971e+00,8.010055e+00,8.010055e+00,1
1.558795e-02,QuakeIII,7.739206e+00,7.995974e+00,8.009468e+00,2
1.558795e-02,withoutDiv,7.816136e+00,8.002557e+00,8.009493e+00,2
1.558795e-02,optimal_grid,7.009482e+00,8.010233e+00,8.010233e+00,1
1.558795e-02,Moroz,7.741057e+00,8.002961e+00,8.016539e+00,95
1.687145e-01,Blinn,2.650284e+00,2.419778e+00,2.433564e+00,2
1.687145e-01,QuakeIII,2.515145e+00,2.430535e+00,2.434569e+00,2
1.687145e-01,withoutDiv,2.553610e+00,2.425707e+00,2.434530e+00,2
1.687145e-01,optimal_grid,2.150283e+00,2.435775e+00,2.435775e+00,1
1.687145e-01,Moroz,2.516070e+00,2.432653e+00,2.432653e+00,1
1.953279e-01,Blinn,2.437377e+00,2.253622e+00,2.262060e+00,2
1.953279e-01,QuakeIII,2.302237e+00,2.261607e+00,2.261607e+00,1
1.953279e-01,withoutDiv,2.340702e+00,2.258567e+00,2.262641e+00,2
1.953279e-01,optimal_grid,1.968688e+00,2.262012e+00,2.262012e+00,1
1.953279e-01,Moroz,2.303162e+00,2.263582e+00,2.263582e+00,1
1.801153e-02,Blinn,7.694524e+00,7.454447e+00,7.451369e+00,2
1.801153e-02,QuakeIII,7.424245e+00,7.451028e+00,7.451028e+00,1
1.801153e-02,withoutDiv,7.501175e+00,7.450669e+00,7.450669e+00,1
1.801153e-02,optimal_grid,6.694521e+00,7.455506e+00,7.333612e+00,95
1.801153e-02,Moroz,7.426095e+00,7.457574e+00,7.457720e+00,95
8.951845e-02,Blinn,3.567705e+00,3.333894e+00,3.341753e+00,2
8.951845e-02,QuakeIII,3.432565e+00,3.338596e+00,3.342281e+00,2
8.951845e-02,withoutDiv,3.471030e+00,3.334753e+00,3.342261e+00,2
8.951845e-02,optimal_grid,3.067703e+00,3.340349e+00,3.340349e+00,1
8.951845e-02,Moroz,3.433491e+00,3.341538e+00,3.341538e+00,1
4.586845e-02,Blinn,5.064419e+00,4.644420e+00,4.667533e+00,2
4.586845e-02,QuakeIII,4.794140e+00,4.664146e+00,4.669197e+00,2
4.586845e-02,withoutDiv,4.871070e+00,4.655926e+00,4.669149e+00,2
4.586845e-02,optimal_grid,4.064416e+00,4.668036e+00,4.668036e+00,1
4.586845e-02,Moroz,4.795990e+00,4.668210e+00,4.668210e+00,1
1.367388e-01,Blinn,2.906090e+00,2.694644e+00,2.703668e+00,2
1.367388e-01,QuakeIII,2.770950e+00,2.701811e+00,2.704292e+00,2
1.367388e-01,withoutDiv,2.809415e+00,2.698087e+00,2.704274e+00,2
1.367388e-01,optimal_grid,2.406088e+00,2.706017e+00,2.706017e+00,1
1.367388e-01,Moroz,2.771876e+00,2.704178e+00,2.704178e+00,1
1.659325e-01,Blinn,2.672540e+00,2.439952e+00,2.453878e+00,2
1.659325e-01,QuakeIII,2.537400e+00,2.450698e+00,2.454892e+00,2
1.659325e-01,withoutDiv,2.575866e+00,2.445816e+00,2.454852e+00,2
1.659325e-01,optimal_grid,2.172539e+00,2.456243e+00,2.456243e+00,1
1.659325e-01,Moroz,2.538326e+00,2.452833e+00,2.457059e+00,95
2.187554e-02,Blinn,7.199931e+00,6.746458e+00,6.760223e+00,2
2.187554e-02,QuakeIII,6.929651e+00,6.754799e+00,6.761141e+00,2
2.187554e-02,withoutDiv,7.006581e+00,6.747624e+00,6.761110e+00,2
2.187554e-02,optimal_grid,6.199927e+00,6.757781e+00,6.654476e+00,95
2.187554e-02,Moroz,6.931502e+00,6.760750e+00,6.760750e+00,1
1.758503e-02,Blinn,7.749116e+00,7.545305e+00,7.541247e+00,2
1.758503e-02,QuakeIII,7.478837e+00,7.540226e+00,7.540226e+00,1
1.758503e-02,withoutDiv,7.555767e+00,7.540948e+00,7.540948e+00,1
1.758503e-02,optimal_grid,6.749113e+00,7.545799e+00,7.422013e+00,95
1.758503e-02,Moroz,7.480688e+00,7.546845e+00,7.547616e+00,95
4.277607e-02,Blinn,5.262332e+00,4.805859e+00,4.834914e+00,3
4.277607e-02,QuakeIII,4.992053e+00,4.827303e+00,4.835016e+00,2
4.277607e-02,withoutDiv,5.068983e+00,4.817781e+00,4.834942e+00,2
4.277607e-02,optimal_grid,4.262329e+00,4.837105e+00,4.758749e+00,95
4.277607e-02,Moroz,4.993903e+00,4.831508e+00,4.839282e+00,95
2.524068e-02,Blinn,6.769193e+00,6.271038e+00,6.292811e+00,2
2.524068e-02,QuakeIII,6.498914e+00,6.284247e+00,6.294305e+00,2
2.524068e-02,withoutDiv,6.575844e+00,6.275162e+00,6.294242e+00,2
2.524068e-02,optimal_grid,5.769190e+00,6.291441e+00,6.195020e+00,95
2.524068e-02,Moroz,6.500764e+00,6.289777e+00,6.299860e+00,95
1.244266e-02,Blinn,9.629356e+00,8.933562e+00,8.964734e+00,3
1.244266e-02,QuakeIII,9.088798e+00,8.962274e+00,8.964855e+00,2
1.244266e-02,withoutDiv,9.242658e+00,8.951810e+00,8.964828e+00,2
1.244266e-02,optimal_grid,7.814675e+00,8.963487e+00,8.963487e+00,1
1.244266e-02,Moroz,9.092499e+00,8.970109e+00,8.972733e+00,95
2.295402e-01,Blinn,2.163678e+00,2.087822e+00,2.087822e+00,1
2.295402e-01,QuakeIII,2.028538e+00,2.084779e+00,2.087227e+00,2
2.295402e-01,withoutDiv,2.067003e+00,2.086938e+00,2.086938e+00,1
2.295402e-01,optimal_grid,1.831838e+00,2.087734e+00,2.087734e+00,1
2.295402e-01,Moroz,2.029464e+00,2.086639e+00,2.086639e+00,1
2.027178e-01,Blinn,2.378258e+00,2.214398e+00,2.220603e+00,2
2.027178e-01,QuakeIII,2.243118e+00,2.220698e+00,2.220698e+00,1
2.027178e-01,withoutDiv,2.281583e+00,2.218529e+00,2.221024e+00,2
2.027178e-01,optimal_grid,1.939128e+00,2.220917e+00,2.220917e+00,1
2.027178e-01,Moroz,2.244044e+00,2.222642e+00,2.222642e+00,1
2.416074e-02,Blinn,6.907425e+00,6.411459e+00,6.432038e+00,2
2.416074e-02,QuakeIII,6.637146e+00,6.423689e+00,6.433442e+00,2
2.416074e-02,withoutDiv,6.714076e+00,6.414837e+00,6.433383e+00,2
2.416074e-02,optimal_grid,5.907422e+00,6.429489e+00,6.331959e+00,95
2.416074e-02,Moroz,6.638996e+00,6.429345e+00,6.439116e+00,95
1.021272e-02,Blinn,1.077109e+01,9.835340e+00,9.895058e+00,3
1.021272e-02,QuakeIII,1.023053e+01,9.878079e+00,9.895261e+00,2
1.021272e-02,withoutDiv,1.038439e+01,9.858449e+00,9.895101e+00,2
1.021272e-02,optimal_grid,8.771080e+00,9.901061e+00,9.739182e+00,95
1.021272e-02,Moroz,1.023423e+01,9.886690e+00,9.903999e+00,95
1.667879e-02,Blinn,7.865116e+00,7.747747e+00,7.743424e+00,2
1.667879e-02,QuakeIII,7.594836e+00,7.738918e+00,7.743149e+00,2
1.667879e-02,withoutDiv,7.671766e+00,7.742168e+00,7.742168e+00,1
1.667879e-02,optimal_grid,6.865112e+00,7.747693e+00,7.620983e+00,95
1.667879e-02,Moroz,7.596687e+00,7.745699e+00,7.749955e+00,95
1.785050e-01,Blinn,2.571960e+00,2.353397e+00,2.365956e+00,2
1.785050e-01,QuakeIII,2.436821e+00,2.363741e+00,2.366866e+00,2
1.785050e-01,withoutDiv,2.475286e+00,2.359310e+00,2.366836e+00,2
1.785050e-01,optimal_grid,2.071959e+00,2.367127e+00,2.367127e+00,1
1.785050e-01,Moroz,2.437746e+00,2.365800e+00,2.365800e+00,1
4.149560e-02,Blinn,5.344282e+00,4.879169e+00,4.908944e+00,3
4.149560e-02,QuakeIII,5.074003e+00,4.900662e+00,4.909046e+00,2
4.149560e-02,withoutDiv,5.150933e+00,4.890899e+00,4.908967e+00,2
4.149560e-02,optimal_grid,4.344279e+00,4.911744e+00,4.831614e+00,95
4.149560e-02,Moroz,5.075853e+00,4.904932e+00,4.913380e+00,95
2.143015e-01,Blinn,2.285589e+00,2.157227e+00,2.159986e+00,2
2.143015e-01,QuakeIII,2.150449e+00,2.160102e+00,2.160102e+00,1
2.143015e-01,withoutDiv,2.188914e+00,2.159591e+00,2.159591e+00,1
2.143015e-01,optimal_grid,1.892793e+00,2.160510e+00,2.160510e+00,1
2.143015e-01,Moroz,2.151374e+00,2.162005e+00,2.162005e+00,1
1.276925e-01,Blinn,2.978460e+00,2.792573e+00,2.798079e+00,2
1.276925e-01,QuakeIII,2.843321e+00,2.797364e+00,2.797364e+00,1
1.276925e-01,withoutDiv,2.881786e+00,2.794689e+00,2.798441e+00,2
1.276925e-01,optimal_grid,2.478459e+00,2.800027e+00,2.800027e+00,1
1.276925e-01,Moroz,2.844246e+00,2.799818e+00,2.799818e+00,1
2.079522e-01,Blinn,2.336382e+00,2.187979e+00,2.192586e+00,2
2.079522e-01,QuakeIII,2.201242e+00,2.192849e+00,2.192849e+00,1
2.079522e-01,withoutDiv,2.239707e+00,2.191387e+00,2.191387e+00,1
2.079522e-01,optimal_grid,1.918190e+00,2.193037e+00,2.193037e+00,1
2.079522e-01,Moroz,2.202168e+00,2.194773e+00,2.194773e+00,1
2.156726e-01,Blinn,2.274619e+00,2.150749e+00,2.153133e+00,2
2.156726e-01,QuakeIII,2.139480e+00,2.153157e+00,2.153157e+00,1
2.156726e-01,withoutDiv,2.177945e+00,2.152865e+00,2.152865e+00,1
2.156726e-01,optimal_grid,1.887309e+00,2.153664e+00,2.153664e+00,1
2.156726e-01,Moroz,2.140405e+00,2.155056e+00,2.155056e+00,1
9.985419e-02,Blinn,3.402333e+00,3.153035e+00,3.163833e+00,2
9.985419e-02,QuakeIII,3.267193e+00,3.159541e+00,3.164573e+00,2
9.985419e-02,withoutDiv,3.305658e+00,3.155012e+00,3.164542e+00,2
9.985419e-02,optimal_grid,2.902331e+00,3.162968e+00,3.162968e+00,1
9.985419e-02,Moroz,3.268119e+00,3.162322e+00,3.167366e+00,95
3.070286e-02,Blinn,6.070034e+00,5.695570e+00,5.706316e+00,2
3.070286e-02,QuakeIII,5.799754e+00,5.704764e+00,5.707034e+00,2
3.070286e-02,withoutDiv,5.876684e+00,5.699396e+00,5.707020e+00,2
3.070286e-02,optimal_grid,5.070030e+00,5.710570e+00,5.616992e+00,95
3.070286e-02,Moroz,5.801605e+00,5.709771e+00,5.712049e+00,95
1.275212e-02,Blinn,9.470916e+00,8.830625e+00,8.853828e+00,2
1.275212e-02,QuakeIII,8.930357e+00,8.854459e+00,8.854459e+00,1
1.275212e-02,withoutDiv,9.084217e+00,8.846469e+00,8.855399e+00,2
1.275212e-02,optimal_grid,7.735455e+00,8.855254e+00,8.855254e+00,1
1.275212e-02,Moroz,8.934058e+00,8.862215e+00,8.863194e+00,95
1.139235e-02,Blinn,1.016712e+01,9.318302e+00,9.368793e+00,3
1.139235e-02,QuakeIII,9.626556e+00,9.358283e+00,9.368982e+00,2
1.139235e-02,withoutDiv,9.780416e+00,9.341505e+00,9.368880e+00,2
1.139235e-02,optimal_grid,8.167109e+00,9.367580e+00,9.367580e+00,1
1.139235e-02,Moroz,9.630258e+00,9.366436e+00,9.377232e+00,95
2.255882e-02,Blinn,7.112472e+00,6.640498e+00,6.656857e+00,2
2.255882e-02,QuakeIII,6.842192e+00,6.650254e+00,6.657957e+00,2
2.255882e-02,withoutDiv,6.919122e+00,6.642404e+00,6.657916e+00,2
2.255882e-02,optimal_grid,6.112468e+00,6.653966e+00,6.552924e+00,95
2.255882e-02,Moroz,6.844043e+00,6.656113e+00,6.656113e+00,1
2.995047e-02,Blinn,6.166340e+00,5.763988e+00,5.777368e+00,2
2.995047e-02,QuakeIII,5.896060e+00,5.774649e+00,5.778271e+00,2
2.995047e-02,withoutDiv,5.972991e+00,5.768322e+00,5.778249e+00,2
2.995047e-02,optimal_grid,5.166337e+00,5.782000e+00,5.687108e+00,95
2.995047e-02,Moroz,5.897911e+00,5.779717e+00,5.779717e+00,1
1.347863e-01,Blinn,2.921710e+00,2.714921e+00,2.723238e+00,2
1.347863e-01,QuakeIII,2.786570e+00,2.721626e+00,2.723809e+00,2
1.347863e-01,withoutDiv,2.825035e+00,2.718100e+00,2.723794e+00,2
1.347863e-01,optimal_grid,2.421708e+00,2.725526e+00,2.725526e+00,1
1.347863e-01,Moroz,2.787495e+00,2.724011e+00,2.724011e+00,1
1.261638e-02,Blinn,9.540414e+00,8.875274e+00,8.901143e+00,2
1.261638e-02,QuakeIII,8.999855e+00,8.901334e+00,8.901334e+00,1
1.261638e-02,withoutDiv,9.153715e+00,8.892226e+00,8.902904e+00,2
1.261638e-02,optimal_grid,7.770204e+00,8.902279e+00,8.902279e+00,1
1.261638e-02,Moroz,9.003556e+00,8.909124e+00,8.910745e+00,95
1.632034e-02,Blinn,7.910996e+00,7.831464e+00,7.827944e+00,2
1.632034e-02,QuakeIII,7.640717e+00,7.821074e+00,7.827713e+00,2
1.632034e-02,withoutDiv,7.717647e+00,7.825410e+00,7.827720e+00,2
1.632034e-02,optimal_grid,6.910993e+00,7.831474e+00,7.704218e+00,95
1.632034e-02,Moroz,7.642568e+00,7.827921e+00,7.827921e+00,1
5.194100e-02,Blinn,4.675776e+00,4.377824e+00,4.387151e+00,2
5.194100e-02,QuakeIII,4.405497e+00,4.387672e+00,4.387672e+00,1
5.194100e-02,withoutDiv,4.482427e+00,4.384696e+00,4.387777e+00,2
5.194100e-02,optimal_grid,3.837886e+00,4.388046e+00,4.388046e+00,1
5.194100e-02,Moroz,4.407347e+00,4.391523e+00,4.391635e+00,95
1.108456e-01,Blinn,3.226470e+00,2.993068e+00,3.002908e+00,2
1.108456e-01,QuakeIII,3.091331e+00,2.999709e+00,3.003583e+00,2
1.108456e-01,withoutDiv,3.129796e+00,2.995525e+00,3.003558e+00,2
1.108456e-01,optimal_grid,2.726469e+00,3.004208e+00,3.004208e+00,1
1.108456e-01,Moroz,3.092256e+00,3.002344e+00,3.002344e+00,1
1.303855e-01,Blinn,2.956916e+00,2.762342e+00,2.768949e+00,2
1.303855e-01,QuakeIII,2.821776e+00,2.767902e+00,2.767902e+00,1
1.303855e-01,withoutDiv,2.860241e+00,2.764879e+00,2.769387e+00,2
1.303855e-01,optimal_grid,2.456914e+00,2.771054e+00,2.771054e+00,1
1.303855e-01,Moroz,2.822701e+00,2.770330e+00,2.770330e+00,1
1.359461e-02,Blinn,9.039561e+00,8.568541e+00,8.576134e+00,2
1.359461e-02,QuakeIII,8.499002e+00,8.575579e+00,8.575579e+00,1
1.359461e-02,withoutDiv,8.652863e+00,8.575610e+00,8.575610e+00,1
1.359461e-02,optimal_grid,7.519777e+00,8.578271e+00,8.578271e+00,1
1.359461e-02,Moroz,8.502704e+00,8.583150e+00,8.584165e+00,95
2.702263e-02,Blinn,6.541103e+00,6.060922e+00,6.081801e+00,2
2.702263e-02,QuakeIII,6.270824e+00,6.074493e+00,6.083238e+00,2
2.702263e-02,withoutDiv,6.347754e+00,6.065757e+00,6.083182e+00,2
2.702263e-02,optimal_grid,5.541100e+00,6.083279e+00,6.083279e+00,1
2.702263e-02,Moroz,6.272675e+00,6.079832e+00,6.088602e+00,95
2.136223e-01,Blinn,2.291022e+00,2.160455e+00,2.163404e+00,2
2.136223e-01,QuakeIII,2.155882e+00,2.163558e+00,2.163558e+00,1
2.136223e-01,withoutDiv,2.194347e+00,2.162940e+00,2.162940e+00,1
