input,reference,initial,after_one,final,iters,magic
0.515442,1.392868,1.416946,1.392241,1.392868,2,0x5F37587D
0.359674,1.667421,1.713040,1.665532,1.667418,2,0x5F37587E
0.202049,2.224704,2.248388,2.224324,2.224704,2,0x5F37587F
1.363497,0.856393,0.875320,0.855761,0.856392,2,0x5F375880
0.972198,1.014198,0.980095,1.012497,1.014194,2,0x5F375881
1.249747,0.894518,0.903758,0.894374,0.894374,1,0x5F375882
0.830398,1.097380,1.101991,1.097350,1.097350,1,0x5F375883
0.768467,1.140742,1.163921,1.140030,1.140741,2,0x5F375884
0.303460,1.815304,1.825469,1.815218,1.815218,1,0x5F375885
0.456177,1.480585,1.520036,1.478995,1.480583,2,0x5F375886
1.790001,0.747435,0.768694,0.746519,0.747433,2,0x5F375887
0.582398,1.310359,1.349991,1.308542,1.310355,2,0x5F375888
0.055574,4.241919,4.172793,4.240239,4.241919,2,0x5F375889
0.311336,1.792197,1.809718,1.791939,1.792197,2,0x5F37588A
0.067955,3.836093,3.777499,3.834758,3.836093,2,0x5F37588B
0.125940,2.817847,2.857256,2.817017,2.817847,2,0x5F37588C
0.416477,1.549546,1.599436,1.547111,1.549541,2,0x5F37588D
0.034324,5.397571,5.532797,5.392447,5.397563,2,0x5F37588E
0.078087,3.578588,3.615395,3.578019,3.578588,2,0x5F37588F
1.648321,0.778895,0.804115,0.777657,0.778892,2,0x5F375890
0.218599,2.138826,2.115985,2.138461,2.138826,2,0x5F375891
0.044834,4.722751,4.860170,4.716695,4.722739,2,0x5F375892
0.559491,1.336914,1.372899,1.335448,1.336911,2,0x5F375893
1.844401,0.736330,0.755095,0.735606,0.736329,2,0x5F375894
0.552117,1.345812,1.380274,1.344477,1.345810,2,0x5F375895
0.140561,2.667271,2.740291,2.664245,2.667266,2,0x5F375896
0.240722,2.038177,1.969502,2.034745,2.038168,2,0x5F375897
0.514693,1.393882,1.417699,1.393268,1.393882,2,0x5F375898
0.592646,1.298979,1.339745,1.297040,1.298975,2,0x5F375899
0.437783,1.511369,1.556825,1.509297,1.511364,2,0x5F37589A
0.469907,1.458794,1.492577,1.457611,1.458792,2,0x5F37589B
0.934483,1.034461,0.998954,1.032654,1.034457,2,0x5F37589C
1.938906,0.718161,0.731469,0.717788,0.718160,2,0x5F37589D
0.425363,1.533276,1.581666,1.530961,1.533271,2,0x5F37589E
0.127463,2.800962,2.845077,2.799915,2.800962,2,0x5F37589F
0.071875,3.730021,3.714786,3.729928,3.729928,1,0x5F3758A0
1.780828,0.749357,0.770989,0.748412,0.749356,2,0x5F3758A1
1.554303,0.802107,0.827620,0.800876,0.802104,2,0x5F3758A2
0.052893,4.348118,4.344425,4.348113,4.348113,1,0x5F3758A3
0.564306,1.331198,1.368086,1.329650,1.331195,2,0x5F3758A4
0.398459,1.584192,1.635474,1.581675,1.584186,2,0x5F3758A5
0.108114,3.041305,3.134969,3.036934,3.041295,2,0x5F3758A6
0.956236,1.022627,0.988078,1.020896,1.022623,2,0x5F3758A7
1.888966,0.727592,0.743955,0.727036,0.727591,2,0x5F3758A8
0.064678,3.932071,3.829937,3.928126,3.932065,2,0x5F3758A9
0.384798,1.612069,1.662798,1.609650,1.612064,2,0x5F3758AA
0.112852,2.976774,3.059160,2.973323,2.976768,2,0x5F3758AB
0.061311,4.038600,3.902836,4.031831,4.038583,2,0x5F3758AC
0.300356,1.824658,1.831681,1.824618,1.824618,1,0x5F3758AD
0.047760,4.575797,4.672920,4.572683,4.575794,2,0x5F3758AE
0.067355,3.853152,3.787113,3.851464,3.853151,2,0x5F3758AF
0.224158,2.112141,2.071525,2.110977,2.112140,2,0x5F3758B0
0.322695,1.760370,1.787005,1.759763,1.760370,2,0x5F3758B1
0.032310,5.563278,5.661730,5.560649,5.563276,2,0x5F3758B2
0.942382,1.030117,0.995006,1.028342,1.030113,2,0x5F3758B3
0.032152,5.576949,5.671856,5.574512,5.576947,2,0x5F3758B4
1.855053,0.734213,0.752434,0.733529,0.734212,2,0x5F3758B5
1.714021,0.763822,0.787692,0.762691,0.763819,2,0x5F3758B6
0.178038,2.369973,2.440484,2.366795,2.369967,2,0x5F3758B7
0.474573,1.451605,1.483249,1.450563,1.451604,2,0x5F3758B8
0.688151,1.205474,1.244244,1.203584,1.205470,2,0x5F3758B9
0.193769,2.271734,2.314636,2.270511,2.271733,2,0x5F3758BA
0.964774,1.018092,0.983810,1.016380,1.018088,2,0x5F3758BB
1.380911,0.850976,0.870970,0.850265,0.850975,2,0x5F3758BC
0.050180,4.464086,4.518031,4.463104,4.464086,2,0x5F3758BD
1.652325,0.777951,0.803117,0.776717,0.777948,2,0x5F3758BE
0.096920,3.212132,3.314072,3.207228,3.212121,2,0x5F3758BF
0.053688,4.315812,4.293570,4.315640,4.315640,1,0x5F3758C0
1.778971,0.749748,0.771455,0.748797,0.749747,2,0x5F3758C1
0.631323,1.258561,1.301074,1.256383,1.258555,2,0x5F3758C2
0.051007,4.427784,4.465157,4.427310,4.427784,2,0x5F3758C3
1.621153,0.785395,0.810910,0.784138,0.785392,2,0x5F3758C4
0.110901,3.002841,3.090377,2.998976,3.002833,2,0x5F3758C5
0.564015,1.331541,1.368382,1.329998,1.331539,2,0x5F3758C6
0.277251,1.899168,1.877895,1.898812,1.899168,2,0x5F3758C7
0.407120,1.567252,1.618157,1.564745,1.567246,2,0x5F3758C8
0.070258,3.772689,3.740660,3.772283,3.772689,2,0x5F3758C9
0.037096,5.192032,5.355454,5.184235,5.192015,2,0x5F3758CA
0.033003,5.504548,5.617381,5.501055,5.504544,2,0x5F3758CB
0.374624,1.633812,1.683149,1.631554,1.633807,2,0x5F3758CC
0.034978,5.346930,5.491018,5.341053,5.346920,2,0x5F3758CD
0.171636,2.413767,2.491704,2.409951,2.413757,2,0x5F3758CE
0.496440,1.419276,1.439518,1.418840,1.419275,2,0x5F3758CF
0.829090,1.098245,1.103308,1.098210,1.098210,1,0x5F3758D0
0.164329,2.466850,2.550163,2.462582,2.466839,2,0x5F3758D1
1.032030,0.984360,0.958192,0.983325,0.984358,2,0x5F3758D2
0.086276,3.404509,3.484378,3.401677,3.404506,2,0x5F3758D3
0.032098,5.581638,5.675328,5.579266,5.581636,2,0x5F3758D4
0.068605,3.817884,3.767120,3.816877,3.817884,2,0x5F3758D5
0.841996,1.089795,1.090402,1.089795,1.089795,1,0x5F3758D6
0.961207,1.019980,0.985596,1.018260,1.019975,2,0x5F3758D7
1.566875,0.798882,0.824481,0.797639,0.798879,2,0x5F3758D8
0.532685,1.370140,1.399714,1.369175,1.370139,2,0x5F3758D9
0.327102,1.748471,1.778195,1.747709,1.748471,2,0x5F3758DA
0.971674,1.014471,0.980362,1.012770,1.014467,2,0x5F3758DB
0.600856,1.290074,1.331543,1.288053,1.290069,2,0x5F3758DC
0.082288,3.486039,3.548194,3.484367,3.486038,2,0x5F3758DD
0.657729,1.233038,1.274670,1.230906,1.233032,2,0x5F3758DE
0.603779,1.286948,1.328620,1.284902,1.286943,2,0x5F3758DF
1.051103,0.975388,0.953424,0.974652,0.975387,2,0x5F3758E0
0.087440,3.381785,3.465767,3.378631,3.381781,2,0x5F3758E1
0.055013,4.263510,4.208767,4.262460,4.263510,2,0x5F3758E2
0.270963,1.921078,1.890474,1.920351,1.921078,2,0x5F3758E3
1.343316,0.862802,0.880371,0.862261,0.862801,2,0x5F3758E4
0.328748,1.744087,1.774904,1.743266,1.744087,2,0x5F3758E5
0.050730,4.439837,4.482874,4.439209,4.439837,2,0x5F3758E6
1.826118,0.740007,0.759671,0.739216,0.740005,2,0x5F3758E7
0.188368,2.304072,2.357855,2.302174,2.304070,2,0x5F3758E8
0.353298,1.682401,1.725805,1.680707,1.682399,2,0x5F3758E9
0.060721,4.058183,3.921740,4.051379,4.058166,2,0x5F3758EA
0.201189,2.229449,2.255288,2.228998,2.229449,2,0x5F3758EB
0.539941,1.360902,1.392460,1.359796,1.360900,2,0x5F3758EC
0.086144,3.407128,3.486505,3.404332,3.407125,2,0x5F3758ED
0.843800,1.088630,1.088601,1.088630,1.088630,1,0x5F3758EE
0.224130,2.112273,2.071764,2.111115,2.112272,2,0x5F3758EF
0.039493,5.031981,5.202044,5.023263,5.031959,2,0x5F3758F0
0.044562,4.737159,4.877643,4.730847,4.737146,2,0x5F3758F1
0.042510,4.850145,5.008971,4.842258,4.850126,2,0x5F3758F2
0.323439,1.758344,1.785524,1.757711,1.758344,2,0x5F3758F3
0.116053,2.935428,3.007952,2.932718,2.935424,2,0x5F3758F4
0.075734,3.633737,3.653055,3.633583,3.633583,1,0x5F3758F5
0.132324,2.749038,2.806213,2.747241,2.749036,2,0x5F3758F6
0.195399,2.262241,2.301613,2.261207,2.262240,2,0x5F3758F7
0.508287,1.402637,1.424116,1.402142,1.402637,2,0x5F3758F8
0.046974,4.613915,4.723252,4.609997,4.613910,2,0x5F3758F9
0.054705,4.275482,4.228468,4.274709,4.275481,2,0x5F3758FA
1.098621,0.954061,0.941546,0.953816,0.954061,2,0x5F3758FB
1.521833,0.810618,0.835743,0.809438,0.810616,2,0x5F3758FC
0.901343,1.053307,1.031060,1.052607,1.053306,2,0x5F3758FD
0.042173,4.869484,5.030544,4.861405,4.869464,2,0x5F3758FE
0.163876,2.470261,2.553802,2.465975,2.470249,2,0x5F3758FF
0.518041,1.389370,1.414363,1.388692,1.389370,2,0x5F375900
1.390475,0.848044,0.868583,0.847292,0.848043,2,0x5F375901
0.031955,5.594062,5.684464,5.591859,5.594060,2,0x5F375902
0.077653,3.588575,3.622367,3.588096,3.588575,2,0x5F375903
0.186631,2.314773,2.371762,2.312651,2.314770,2,0x5F375904
0.054079,4.300165,4.268551,4.299817,4.300165,2,0x5F375905
0.122387,2.858459,2.906613,2.857235,2.858458,2,0x5F375906
1.748095,0.756341,0.779178,0.755296,0.756339,2,0x5F375907
1.753379,0.755200,0.777857,0.754170,0.755198,2,0x5F375908
0.062235,4.008521,3.873303,4.001756,4.008504,2,0x5F375909
1.743048,0.757435,0.780440,0.756376,0.757433,2,0x5F37590A
0.101434,3.139848,3.241868,3.134821,3.139835,2,0x5F37590B
0.045931,4.666018,4.790028,4.661031,4.666010,2,0x5F37590C
0.147646,2.602495,2.683646,2.598660,2.602487,2,0x5F37590D
0.071743,3.733437,3.716915,3.733327,3.733327,1,0x5F37590E
0.342331,1.709136,1.747743,1.707818,1.709134,2,0x5F37590F
0.658048,1.232739,1.274357,1.230608,1.232734,2,0x5F375910
0.509214,1.401360,1.423191,1.400847,1.401360,2,0x5F375911
0.214952,2.156898,2.145198,2.156803,2.156803,1,0x5F375912
0.044027,4.765875,4.911924,4.759093,4.765861,2,0x5F375913
0.080145,3.532342,3.582498,3.531269,3.532341,2,0x5F375914
0.044476,4.741755,4.883187,4.735365,4.741743,2,0x5F375915
0.083080,3.469382,3.535535,3.467478,3.469380,2,0x5F375916
0.198769,2.242980,2.274659,2.242306,2.242980,2,0x5F375917
0.802308,1.116425,1.130099,1.116173,1.116425,2,0x5F375918
0.572833,1.321254,1.359574,1.319570,1.321250,2,0x5F375919
0.076351,3.619025,3.643191,3.618782,3.619025,2,0x5F37591A
0.055633,4.239675,4.169096,4.237922,4.239674,2,0x5F37591B
0.986493,1.006823,0.972957,1.005133,1.006818,2,0x5F37591C
1.196412,0.914239,0.917101,0.914225,0.914225,1,0x5F37591D
0.287790,1.864069,1.856827,1.864027,1.864027,1,0x5F37591E
0.155653,2.534669,2.619591,2.530354,2.534658,2,0x5F37591F
0.441945,1.504235,1.548517,1.502261,1.504231,2,0x5F375920
1.263185,0.889747,0.900407,0.889554,0.889554,1,0x5F375921
0.032901,5.513129,5.623993,5.509763,5.513125,2,0x5F375922
0.032188,5.573794,5.669580,5.571311,5.573793,2,0x5F375923
0.314241,1.783892,1.803926,1.783553,1.783892,2,0x5F375924
0.647033,1.243188,1.285375,1.241016,1.243182,2,0x5F375925
0.205977,2.203388,2.217002,2.203261,2.203261,1,0x5F375926
0.632664,1.257226,1.299744,1.255045,1.257220,2,0x5F375927
0.568005,1.326856,1.364403,1.325248,1.326853,2,0x5F375928
0.033070,5.498968,5.613138,5.495389,5.498965,2,0x5F375929
0.848119,1.085854,1.084289,1.085851,1.085851,1,0x5F37592A
0.048503,4.540625,4.625441,4.538233,4.540622,2,0x5F37592B
0.310160,1.795589,1.812088,1.795361,1.795361,1,0x5F37592C
1.335854,0.865208,0.882241,0.864702,0.865207,2,0x5F37592D
0.039375,5.039545,5.209654,5.030835,5.039522,2,0x5F37592E
1.600366,0.790479,0.816113,0.789219,0.790476,2,0x5F37592F
0.058311,4.141191,3.998871,4.133938,4.141171,2,0x5F375930
0.851390,1.083767,1.081020,1.083756,1.083756,1,0x5F375931
0.486346,1.433927,1.459717,1.433227,1.433927,2,0x5F375932
0.792364,1.123408,1.140046,1.123037,1.123408,2,0x5F375933
0.108463,3.036397,3.129406,3.032079,3.036388,2,0x5F375934
1.197677,0.913756,0.916786,0.913741,0.913741,1,0x5F375935
0.898804,1.054794,1.033606,1.054160,1.054793,2,0x5F375936
0.513248,1.395843,1.419162,1.395255,1.395842,2,0x5F375937
0.132277,2.749523,2.806602,2.747734,2.749521,2,0x5F375938
0.032877,5.515127,5.625529,5.511790,5.515124,2,0x5F375939
0.043252,4.808382,4.961540,4.800987,4.808365,2,0x5F37593A
0.210407,2.180067,2.181564,2.180065,2.180065,1,0x5F37593B
0.640090,1.249912,1.292321,1.247729,1.249907,2,0x5F37593C
1.081193,0.961719,0.945907,0.961331,0.961719,2,0x5F37593D
0.115353,2.944324,3.019174,2.941445,2.944320,2,0x5F37593E
0.720646,1.177983,1.211766,1.176516,1.177981,2,0x5F37593F
1.294004,0.879088,0.892705,0.878770,0.879087,2,0x5F375940
0.183383,2.335182,2.397761,2.332644,2.335178,2,0x5F375941
0.066310,3.883397,3.803869,3.880971,3.883395,2,0x5F375942
0.099466,3.170750,3.273362,3.165715,3.170738,2,0x5F375943
1.526097,0.809485,0.834682,0.808297,0.809483,2,0x5F375944
0.050255,4.460758,4.513302,4.459826,4.460758,2,0x5F375945
1.858645,0.733503,0.751545,0.732832,0.733502,2,0x5F375946
0.799820,1.118160,1.132592,1.117879,1.118159,2,0x5F375947
0.058793,4.124176,3.983449,4.117055,4.124158,2,0x5F375948
0.041907,4.884920,5.047610,4.876702,4.884899,2,0x5F375949
0.939890,1.031482,0.996261,1.029698,1.031477,2,0x5F37594A
0.111992,2.988180,3.072955,2.984538,2.988173,2,0x5F37594B
0.089618,3.340436,3.430943,3.336725,3.340430,2,0x5F37594C
0.331965,1.735616,1.768482,1.734677,1.735615,2,0x5F37594D
0.220140,2.131329,2.103706,2.130795,2.131329,2,0x5F37594E
0.217711,2.143186,2.123139,2.142906,2.143186,2,0x5F37594F
0.422990,1.537570,1.586433,1.535216,1.537565,2,0x5F375950
0.658985,1.231862,1.273428,1.229735,1.231857,2,0x5F375951
0.181448,2.347599,2.413243,2.344820,2.347594,2,0x5F375952
0.118035,2.910682,2.976269,2.908449,2.910680,2,0x5F375953
0.439201,1.508927,1.554011,1.506886,1.508923,2,0x5F375954
0.623682,1.266247,1.308732,1.264085,1.266242,2,0x5F375955
1.359924,0.857517,0.876226,0.856900,0.857516,2,0x5F375956
0.079221,3.552880,3.597296,3.552044,3.552880,2,0x5F375957
0.080300,3.528928,3.580032,3.527813,3.528928,2,0x5F375958
1.319111,0.870682,0.886429,0.870252,0.870681,2,0x5F375959
0.044075,4.763254,4.908856,4.756510,4.763240,2,0x5F37595A
0.513283,1.395795,1.419132,1.395207,1.395795,2,0x5F37595B
0.414380,1.553463,1.603655,1.551004,1.553457,2,0x5F37595C
0.413315,1.555462,1.605785,1.552994,1.555456,2,0x5F37595D
0.079350,3.549982,3.595227,3.549114,3.549982,2,0x5F37595E
0.955829,1.022845,0.988293,1.021114,1.022841,2,0x5F37595F
0.094580,3.251619,3.351545,3.246965,3.251609,2,0x5F375960
0.150692,2.576055,2.659296,2.571977,2.576045,2,0x5F375961
0.659518,1.231365,1.272897,1.229240,1.231359,2,0x5F375962
0.543121,1.356912,1.389295,1.355744,1.356911,2,0x5F375963
1.778794,0.749786,0.771509,0.748832,0.749784,2,0x5F375964
0.119078,2.897903,2.959579,2.895920,2.897900,2,0x5F375965
0.072026,3.726114,3.712420,3.726039,3.726039,1,0x5F375966
0.197694,2.249071,2.283279,2.248286,2.249071,2,0x5F375967
1.123095,0.943608,0.935434,0.943502,0.943502,1,0x5F375968
1.787709,0.747914,0.769281,0.746990,0.747912,2,0x5F375969
0.275617,1.904791,1.881183,1.904354,1.904791,2,0x5F37596A
0.628874,1.261009,1.303542,1.258832,1.261003,2,0x5F37596B
0.175305,2.388375,2.462391,2.384899,2.388367,2,0x5F37596C
0.055550,4.242836,4.174438,4.241191,4.242835,2,0x5F37596D
0.893613,1.057853,1.038804,1.057341,1.057853,2,0x5F37596E
0.094583,3.251571,3.351505,3.246917,3.251562,2,0x5F37596F
0.246159,2.015543,1.947781,2.012165,2.015535,2,0x5F375970
1.485424,0.820493,0.844853,0.819397,0.820491,2,0x5F375971
1.611050,0.787854,0.813446,0.786593,0.787850,2,0x5F375972
0.036884,5.206931,5.369102,5.199276,5.206914,2,0x5F375973
1.086594,0.959326,0.944560,0.958987,0.959326,2,0x5F375974
0.201740,2.226403,2.250914,2.225997,2.226403,2,0x5F375975
0.664994,1.226284,1.267424,1.224191,1.226279,2,0x5F375976
0.048278,4.551214,4.639905,4.548604,4.551211,2,0x5F375977
0.637093,1.252848,1.295325,1.250664,1.252843,2,0x5F375978
1.256567,0.892087,0.902067,0.891919,0.891919,1,0x5F375979
0.809879,1.111194,1.122540,1.111020,1.111020,1,0x5F37597A
0.476911,1.448043,1.478597,1.447069,1.448042,2,0x5F37597B
0.383442,1.614916,1.665533,1.612511,1.614910,2,0x5F37597C
0.038473,5.098269,5.267411,5.089759,5.098248,2,0x5F37597D
0.112201,2.985396,3.069624,2.981798,2.985390,2,0x5F37597E
0.821625,1.103223,1.110794,1.103145,1.103145,1,0x5F37597F
1.061759,0.970481,0.950770,0.969884,0.970480,2,0x5F375980
0.033062,5.499647,5.613701,5.496074,5.499642,2,0x5F375981
0.861984,1.077086,1.070436,1.077025,1.077025,1,0x5F375982
0.435971,1.514507,1.560478,1.512393,1.514503,2,0x5F375983
1.236954,0.899132,0.906971,0.899029,0.899029,1,0x5F375984
0.074044,3.674990,3.680141,3.674980,3.674980,1,0x5F375985
0.048447,4.543230,4.629044,4.540783,4.543228,2,0x5F375986
1.410066,0.842132,0.863693,0.841297,0.842131,2,0x5F375987
0.303283,1.815833,1.825854,1.815750,1.815750,1,0x5F375988
0.103439,3.109262,3.209812,3.104332,3.109251,2,0x5F375989
0.074829,3.655656,3.667578,3.655598,3.655598,1,0x5F37598A
0.675604,1.216617,1.256816,1.214603,1.216612,2,0x5F37598B
0.042212,4.867219,5.028100,4.859155,4.867200,2,0x5F37598C
0.060275,4.073151,3.936032,4.066304,4.073133,2,0x5F37598D
0.558458,1.338150,1.373963,1.336700,1.338148,2,0x5F37598E
0.258014,1.968693,1.916392,1.966628,1.968690,2,0x5F37598F
0.033587,5.456525,5.580132,5.452293,5.456520,2,0x5F375990
0.179315,2.361518,2.430319,2.358482,2.361512,2,0x5F375991
0.295606,1.839262,1.841209,1.839259,1.839259,1,0x5F375992
0.510986,1.398928,1.421435,1.398382,1.398928,2,0x5F375993
0.249074,2.003714,1.936125,2.000332,2.003705,2,0x5F375994
0.256662,1.973872,1.919097,1.971613,1.973868,2,0x5F375995
0.823438,1.102007,1.108983,1.101941,1.101941,1,0x5F375996
0.729797,1.170574,1.202624,1.169246,1.170572,2,0x5F375997
1.282114,0.883154,0.895682,0.882887,0.883154,2,0x5F375998
0.051608,4.401926,4.426794,4.401714,4.401714,1,0x5F375999
0.104344,3.095747,3.195334,3.090890,3.095736,2,0x5F37599A
0.177926,2.370721,2.441437,2.367525,2.370714,2,0x5F37599B
0.048061,4.561443,4.653766,4.558621,4.561441,2,0x5F37599C
0.346244,1.699451,1.739933,1.697993,1.699449,2,0x5F37599D
0.494963,1.421392,1.442497,1.420919,1.421391,2,0x5F37599E
0.697517,1.197354,1.234905,1.195569,1.197350,2,0x5F37599F
0.041509,4.908246,5.073084,4.899849,4.908225,2,0x5F3759A0
0.115850,2.938007,3.011253,2.935245,2.938003,2,0x5F3759A1
0.050135,4.466126,4.521074,4.465108,4.466126,2,0x5F3759A2
0.092498,3.288007,3.384871,3.283685,3.287998,2,0x5F3759A3
0.187995,2.306361,2.360889,2.304412,2.306359,2,0x5F3759A4
0.316948,1.776257,1.798526,1.775836,1.776257,2,0x5F3759A5
0.162007,2.484468,2.568793,2.480127,2.484457,2,0x5F3759A6
0.119318,2.894985,2.955752,2.893058,2.894983,2,0x5F3759A7
0.130239,2.770956,2.822936,2.769484,2.770955,2,0x5F3759A8
0.089773,3.337553,3.428486,3.333802,3.337547,2,0x5F3759A9
0.306220,1.807105,1.819984,1.806967,1.806967,1,0x5F3759AA
0.081969,3.492817,3.553348,3.491235,3.492816,2,0x5F3759AB
0.035845,5.281871,5.435638,5.275091,5.281858,2,0x5F3759AC
0.137309,2.698676,2.766378,2.696107,2.698673,2,0x5F3759AD
1.217495,0.906289,0.911838,0.906237,0.906237,1,0x5F3759AE
0.053198,4.335643,4.325044,4.335604,4.335604,1,0x5F3759AF
1.423124,0.838260,0.860431,0.837372,0.838258,2,0x5F3759B0
0.871051,1.071466,1.061374,1.071324,1.071324,1,0x5F3759B1
1.443915,0.832203,0.855234,0.831238,0.832201,2,0x5F3759B2
0.172887,2.405022,2.481755,2.401310,2.405014,2,0x5F3759B3
1.988802,0.709095,0.719012,0.708886,0.708886,1,0x5F3759B4
0.113673,2.965995,3.046075,2.962723,2.965990,2,0x5F3759B5
0.232951,2.071895,2.001244,2.068323,2.071886,2,0x5F3759B6
0.039179,5.052112,5.222241,5.043422,5.052090,2,0x5F3759B7
0.930602,1.036616,1.001823,1.034884,1.036612,2,0x5F3759B8
0.064528,3.936632,3.832398,3.932529,3.936626,2,0x5F3759B9
0.082466,3.482267,3.545393,3.480540,3.482266,2,0x5F3759BA
0.232632,2.073317,2.003800,2.069860,2.073308,2,0x5F3759BB
0.261354,1.956073,1.909717,1.954438,1.956071,2,0x5F3759BC
1.974175,0.711717,0.722669,0.711463,0.711716,2,0x5F3759BD
0.228568,2.091667,2.036310,2.089489,2.091663,2,0x5F3759BE
0.105314,3.081462,3.179827,3.076701,3.081451,2,0x5F3759BF
0.876268,1.068271,1.056158,1.068066,1.068066,1,0x5F3759C0
0.039352,5.040977,5.211157,5.032263,5.040955,2,0x5F3759C1
0.463902,1.468205,1.504622,1.466839,1.468203,2,0x5F3759C2
1.024810,0.987821,0.960011,0.986658,0.987819,2,0x5F3759C3
1.176907,0.921783,0.921987,0.921783,0.921783,1,0x5F3759C4
0.049199,4.508403,4.580985,4.506641,4.508402,2,0x5F3759C5
0.049660,4.487400,4.551442,4.486022,4.487400,2,0x5F3759C6
1.084056,0.960449,0.945200,0.960087,0.960448,2,0x5F3759C7
0.031353,5.647597,5.723148,5.646075,5.647597,2,0x5F3759C8
0.083594,3.458703,3.527356,3.456645,3.458701,2,0x5F3759C9
0.140750,2.665478,2.738852,2.662421,2.665473,2,0x5F3759CA
1.463643,0.826575,0.850303,0.825544,0.826573,2,0x5F3759CB
0.089785,3.337322,3.428296,3.333569,3.337316,2,0x5F3759CC
0.048575,4.537278,4.620937,4.534950,4.537276,2,0x5F3759CD
0.262370,1.952285,1.907689,1.950768,1.952283,2,0x5F3759CE
0.497695,1.417484,1.437037,1.417078,1.417484,2,0x5F3759CF
1.976926,0.711221,0.721983,0.710976,0.711221,2,0x5F3759D0
0.048273,4.551433,4.640246,4.548816,4.551430,2,0x5F3759D1
0.126257,2.814309,2.854799,2.813431,2.814309,2,0x5F3759D2
0.791529,1.124000,1.140899,1.123617,1.124000,2,0x5F3759D3
0.037086,5.192746,5.356234,5.184944,5.192729,2,0x5F3759D4
1.327976,0.867770,0.884220,0.867300,0.867770,2,0x5F3759D5
0.059210,4.109620,3.970131,4.102598,4.109602,2,0x5F3759D6
0.461844,1.471473,1.508741,1.470045,1.471471,2,0x5F3759D7
1.177808,0.921431,0.921763,0.921431,0.921431,1,0x5F3759D8
0.072228,3.720884,3.709205,3.720829,3.720829,1,0x5F3759D9
0.856450,1.080561,1.075980,1.080531,1.080531,1,0x5F3759DA
0.387252,1.606952,1.657925,1.604501,1.606946,2,0x5F3759DB
0.032081,5.583084,5.676517,5.580725,5.583082,2,0x5F3759DC
0.046656,4.629637,4.743745,4.625384,4.629631,2,0x5F3759DD
0.447017,1.495677,1.538395,1.493830,1.495674,2,0x5F3759DE
0.031974,5.592438,5.683382,5.590208,5.592437,2,0x5F3759DF
0.327925,1.746275,1.776580,1.745481,1.746274,2,0x5F3759E0
1.877063,0.729895,0.746949,0.729293,0.729894,2,0x5F3759E1
0.429077,1.526625,1.574277,1.524371,1.526620,2,0x5F3759E2
0.222894,2.118119,2.081707,2.117186,2.118119,2,0x5F3759E3
0.615084,1.275067,1.317347,1.272940,1.275061,2,0x5F3759E4
0.900954,1.053534,1.031477,1.052846,1.053533,2,0x5F3759E5
0.123158,2.849505,2.894341,2.848441,2.849504,2,0x5F3759E6
0.120497,2.880793,2.936911,2.879142,2.880791,2,0x5F3759E7
0.040570,4.964774,5.133269,4.956100,4.964751,2,0x5F3759E8
0.741986,1.160920,1.190445,1.159784,1.160918,2,0x5F3759E9
0.987086,1.006520,0.972673,1.004832,1.006516,2,0x5F3759EA
0.111496,2.994821,3.080931,2.991071,2.994814,2,0x5F3759EB
0.113536,2.967791,3.048289,2.964487,2.967786,2,0x5F3759EC
0.363093,1.659552,1.706245,1.657563,1.659548,2,0x5F3759ED
0.535346,1.366730,1.397086,1.365712,1.366729,2,0x5F3759EE
0.575409,1.318292,1.357023,1.316568,1.318288,2,0x5F3759EF
0.135295,2.718686,2.782504,2.716421,2.718683,2,0x5F3759F0
0.064296,3.943751,3.836136,3.939386,3.943744,2,0x5F3759F1
0.430388,1.524297,1.571656,1.522068,1.524293,2,0x5F3759F2
0.889894,1.060061,1.042539,1.059629,1.060061,2,0x5F3759F3
0.171905,2.411879,2.489624,2.408080,2.411870,2,0x5F3759F4
1.891809,0.727045,0.743264,0.726498,0.727044,2,0x5F3759F5
0.089423,3.344063,3.434092,3.340395,3.344057,2,0x5F3759F6
0.862138,1.076990,1.070295,1.076928,1.076928,1,0x5F3759F7
0.138000,2.691905,2.760863,2.689233,2.691901,2,0x5F3759F8
0.067536,3.847985,3.784296,3.846413,3.847985,2,0x5F3759F9
0.117552,2.916660,2.984041,2.914307,2.916657,2,0x5F3759FA
0.039187,5.051586,5.221752,5.042891,5.051563,2,0x5F3759FB
0.480795,1.442182,1.470844,1.441322,1.442181,2,0x5F3759FC
0.153021,2.556375,2.640700,2.552157,2.556365,2,0x5F3759FD
0.613294,1.276926,1.319140,1.274809,1.276920,2,0x5F3759FE
0.035917,5.276575,5.431070,5.269723,5.276561,2,0x5F3759FF
0.215619,2.153558,2.139917,2.153429,2.153429,1,0x5F375A00
0.388598,1.604168,1.655239,1.601703,1.604162,2,0x5F375A01
0.034241,5.404142,5.538313,5.399104,5.404134,2,0x5F375A02
0.156489,2.527886,2.612953,2.523544,2.527875,2,0x5F375A03
0.107228,3.053837,3.149220,3.049321,3.053827,2,0x5F375A04
0.358478,1.670201,1.715479,1.668343,1.670198,2,0x5F375A05
1.886450,0.728077,0.744605,0.727510,0.728076,2,0x5F375A06
0.830107,1.097572,1.102328,1.097541,1.097541,1,0x5F375A07
0.134957,2.722090,2.785216,2.719878,2.722088,2,0x5F375A08
0.039751,5.015636,5.185678,5.006891,5.015613,2,0x5F375A09
