input,reference,initial,after_one,final,iters,magic
0.513835,1.395045,1.418973,1.394426,1.395045,2,0x5F37663C
1.734304,0.759342,0.782828,0.758241,0.759340,2,0x5F37663D
1.683933,0.770615,0.795421,0.769405,0.770612,2,0x5F37663E
1.064135,0.969397,0.950370,0.968840,0.969396,2,0x5F37663F
0.037595,5.157441,5.325144,5.149173,5.157421,2,0x5F376640
0.036996,5.199015,5.363472,5.191130,5.198997,2,0x5F376641
0.057983,4.152874,4.020306,4.146594,4.152860,2,0x5F376642
0.034472,5.386031,5.525046,5.380602,5.386023,2,0x5F376643
0.270864,1.921430,1.891081,1.920715,1.921430,2,0x5F376644
0.182468,2.341026,2.405870,2.338307,2.341021,2,0x5F376645
1.847108,0.735790,0.754627,0.735060,0.735789,2,0x5F376646
0.405741,1.569912,1.621326,1.567359,1.569906,2,0x5F376647
0.236137,2.057871,1.988261,2.054379,2.057862,2,0x5F376648
1.629512,0.783378,0.809026,0.782104,0.783375,2,0x5F376649
0.044924,4.718051,4.856125,4.711931,4.718039,2,0x5F37664A
0.679794,1.212862,1.253016,1.210846,1.212857,2,0x5F37664B
0.039548,5.028512,5.200186,5.019621,5.028489,2,0x5F37664C
0.484357,1.436870,1.464096,1.436091,1.436869,2,0x5F37664D
0.074543,3.662669,3.672938,3.662626,3.662626,1,0x5F37664E
0.087886,3.373183,3.459442,3.369846,3.373178,2,0x5F37664F
0.627492,1.262397,1.305318,1.260183,1.262391,2,0x5F376650
0.275724,1.904421,1.881363,1.904004,1.904421,2,0x5F376651
0.105167,3.083614,3.182946,3.078763,3.083603,2,0x5F376652
0.060296,4.072453,3.936151,4.065686,4.072436,2,0x5F376653
0.043075,4.818219,4.974431,4.810540,4.818201,2,0x5F376654
1.558661,0.800985,0.826740,0.799729,0.800982,2,0x5F376655
0.194505,2.267431,2.309578,2.266249,2.267431,2,0x5F376656
0.057585,4.167209,4.045802,4.161955,4.167199,2,0x5F376657
0.064056,3.951108,3.840720,3.946525,3.951100,2,0x5F376658
0.331619,1.736521,1.769572,1.735571,1.736520,2,0x5F376659
0.091173,3.311815,3.406849,3.307686,3.311808,2,0x5F37665A
0.050966,4.429547,4.469414,4.429007,4.429547,2,0x5F37665B
0.656589,1.234108,1.276223,1.231928,1.234103,2,0x5F37665C
0.570315,1.324167,1.362496,1.322486,1.324163,2,0x5F37665D
0.175515,2.386951,2.461507,2.383421,2.386943,2,0x5F37665E
1.689589,0.769324,0.794009,0.768124,0.769321,2,0x5F37665F
0.164364,2.466588,2.550711,2.462235,2.466576,2,0x5F376660
0.576294,1.317279,1.356517,1.315508,1.317276,2,0x5F376661
0.326297,1.750625,1.780217,1.749871,1.750625,2,0x5F376662
1.186230,0.918154,0.919849,0.918149,0.918149,1,0x5F376663
1.970035,0.712464,0.723897,0.712188,0.712464,2,0x5F376664
1.949818,0.716148,0.728952,0.715803,0.716148,2,0x5F376665
0.112285,2.984273,3.069060,2.980625,2.984266,2,0x5F376666
0.975576,1.012440,0.978618,1.010764,1.012436,2,0x5F376667
1.353209,0.859642,0.878104,0.859043,0.859641,2,0x5F376668
0.077806,3.585036,3.620730,3.584501,3.585036,2,0x5F376669
0.167906,2.440436,2.522382,2.436263,2.440426,2,0x5F37666A
1.076717,0.963716,0.947227,0.963295,0.963716,2,0x5F37666B
0.305790,1.808374,1.821233,1.808237,1.808237,1,0x5F37666C
0.317013,1.776075,1.798787,1.775638,1.776075,2,0x5F37666D
0.077679,3.587975,3.622770,3.587467,3.587975,2,0x5F37666E
0.808039,1.112458,1.124774,1.112253,1.112253,1,0x5F37666F
0.217982,2.141852,2.121769,2.141570,2.141852,2,0x5F376670
0.488585,1.430639,1.455644,1.429980,1.430638,2,0x5F376671
0.125596,2.821711,2.860862,2.820892,2.821711,2,0x5F376672
0.306100,1.807457,1.820613,1.807313,1.807313,1,0x5F376673
0.478629,1.445442,1.475556,1.444494,1.445441,2,0x5F376674
0.054898,4.267969,4.217778,4.267087,4.267969,2,0x5F376675
0.041738,4.894808,5.060044,4.886347,4.894786,2,0x5F376676
0.224044,2.112679,2.073279,2.111584,2.112679,2,0x5F376677
0.251782,1.992909,1.929250,1.989891,1.992902,2,0x5F376678
0.074320,3.668149,3.676508,3.668120,3.668120,1,0x5F376679
0.062436,4.002037,3.867665,3.995345,4.002020,2,0x5F37667A
0.038734,5.081065,5.252295,5.072312,5.081043,2,0x5F37667B
0.425798,1.532491,1.581219,1.530143,1.532486,2,0x5F37667C
0.224220,2.111847,2.071867,2.110719,2.111846,2,0x5F37667D
0.543505,1.356433,1.389311,1.355228,1.356431,2,0x5F37667E
0.972299,1.014145,0.980258,1.012465,1.014141,2,0x5F37667F
0.112661,2.979299,3.063063,2.975734,2.979293,2,0x5F376680
0.113115,2.973307,3.055790,2.969843,2.973300,2,0x5F376681
0.353031,1.683038,1.726754,1.681319,1.683035,2,0x5F376682
0.048221,4.553895,4.645136,4.551135,4.553893,2,0x5F376683
1.720052,0.762481,0.786395,0.761345,0.762479,2,0x5F376684
0.397915,1.585276,1.636986,1.582718,1.585269,2,0x5F376685
0.780229,1.132111,1.152587,1.131552,1.132110,2,0x5F376686
1.496359,0.817489,0.842319,0.816347,0.817487,2,0x5F376687
0.361132,1.664053,1.710553,1.662086,1.664050,2,0x5F376688
0.838835,1.091847,1.093982,1.091841,1.091841,1,0x5F376689
0.413505,1.555105,1.605808,1.552599,1.555099,2,0x5F37668A
0.043199,4.811320,4.966546,4.803728,4.811303,2,0x5F37668B
0.272430,1.915900,1.887958,1.915291,1.915899,2,0x5F37668C
0.626564,1.263331,1.306253,1.261119,1.263325,2,0x5F37668D
0.297438,1.833588,1.837941,1.833572,1.833572,1,0x5F37668E
0.456796,1.479582,1.519226,1.477974,1.479579,2,0x5F37668F
0.206665,2.199718,2.212319,2.199610,2.199610,1,0x5F376690
0.070268,3.772422,3.741343,3.772040,3.772422,2,0x5F376691
0.399688,1.581755,1.633441,1.579194,1.581749,2,0x5F376692
0.689521,1.204276,1.243296,1.202359,1.204272,2,0x5F376693
0.226585,2.100799,2.052957,2.099177,2.100797,2,0x5F376694
0.043737,4.781641,4.932124,4.774463,4.781625,2,0x5F376695
0.285573,1.871292,1.861673,1.871218,1.871218,1,0x5F376696
0.053697,4.315453,4.294687,4.315303,4.315303,1,0x5F376697
0.456474,1.480103,1.519871,1.478486,1.480101,2,0x5F376698
0.386637,1.608231,1.659545,1.605749,1.608225,2,0x5F376699
0.340968,1.712550,1.750883,1.711253,1.712548,2,0x5F37669A
0.387127,1.607212,1.658565,1.604725,1.607206,2,0x5F37669B
0.567616,1.327311,1.365203,1.325673,1.327308,2,0x5F37669C
0.086351,3.403032,3.484020,3.400118,3.403028,2,0x5F37669D
0.266169,1.938302,1.900481,1.937202,1.938301,2,0x5F37669E
0.747446,1.156672,1.185373,1.155595,1.156670,2,0x5F37669F
0.210255,2.180854,2.183597,2.180849,2.180849,1,0x5F3766A0
0.891851,1.058897,1.040969,1.058445,1.058897,2,0x5F3766A1
0.103846,3.103172,3.204109,3.098194,3.103160,2,0x5F3766A2
0.039405,5.037585,5.209336,5.028702,5.037561,2,0x5F3766A3
0.045340,4.696358,4.829546,4.690639,4.696348,2,0x5F3766A4
1.908808,0.723800,0.739208,0.723305,0.723800,2,0x5F3766A5
0.167185,2.445690,2.528161,2.441472,2.445679,2,0x5F3766A6
0.220942,2.127457,2.098103,2.126852,2.127456,2,0x5F3766A7
0.062185,4.010119,3.875721,4.003438,4.010102,2,0x5F3766A8
0.696486,1.198240,1.236335,1.196404,1.198236,2,0x5F3766A9
0.045186,4.704356,4.839407,4.698485,4.704345,2,0x5F3766AA
0.083286,3.465082,3.533063,3.463068,3.465080,2,0x5F3766AB
0.218967,2.137028,2.113903,2.136654,2.137028,2,0x5F3766AC
1.231154,0.901247,0.908622,0.901156,0.901156,1,0x5F3766AD
0.075948,3.628622,3.650474,3.628425,3.628425,1,0x5F3766AE
0.656119,1.234550,1.276703,1.232367,1.234545,2,0x5F3766AF
0.883212,1.064063,1.049609,1.063770,1.064063,2,0x5F3766B0
1.657189,0.776808,0.802113,0.775559,0.776805,2,0x5F3766B1
0.058719,4.126779,3.986640,4.119721,4.126761,2,0x5F3766B2
1.773243,0.750959,0.773100,0.749970,0.750957,2,0x5F3766B3
0.549818,1.348622,1.383003,1.347296,1.348620,2,0x5F3766B4
0.252388,1.990516,1.928046,1.987606,1.990510,2,0x5F3766B5
1.420084,0.839157,0.861390,0.838265,0.839155,2,0x5F3766B6
0.060079,4.079814,3.943132,4.073022,4.079797,2,0x5F3766B7
0.230724,2.081872,2.019856,2.079128,2.081867,2,0x5F3766B8
0.081268,3.507854,3.565365,3.506432,3.507853,2,0x5F3766B9
0.114369,2.956960,3.035738,2.953784,2.956956,2,0x5F3766BA
0.055830,4.232199,4.158168,4.230268,4.232197,2,0x5F3766BB
0.046427,4.641014,4.759937,4.636403,4.641006,2,0x5F3766BC
0.881117,1.065328,1.051706,1.065068,1.065328,2,0x5F3766BD
0.136567,2.705998,2.773112,2.703481,2.705995,2,0x5F3766BE
1.852080,0.734802,0.753392,0.734090,0.734801,2,0x5F3766BF
0.230642,2.082241,2.020511,2.079523,2.082235,2,0x5F3766C0
0.864889,1.075275,1.067934,1.075200,1.075200,1,0x5F3766C1
0.082819,3.474845,3.540546,3.472970,3.474844,2,0x5F3766C2
0.641400,1.248635,1.291424,1.246411,1.248629,2,0x5F3766C3
0.050187,4.463801,4.519333,4.462760,4.463801,2,0x5F3766C4
0.220752,2.128372,2.099630,2.127792,2.128371,2,0x5F3766C5
0.551105,1.347048,1.381719,1.345698,1.347046,2,0x5F3766C6
1.588563,0.793410,0.819271,0.792132,0.793407,2,0x5F3766C7
0.082591,3.479633,3.544191,3.477825,3.479631,2,0x5F3766C8
0.378097,1.626291,1.676630,1.623930,1.626286,2,0x5F3766C9
0.116267,2.932729,3.005378,2.930007,2.932724,2,0x5F3766CA
0.462835,1.469897,1.507154,1.468468,1.469895,2,0x5F3766CB
0.288218,1.862686,1.856389,1.862654,1.862654,1,0x5F3766CC
0.156237,2.529930,2.615756,2.525513,2.529919,2,0x5F3766CD
0.743910,1.159418,1.188915,1.158283,1.159416,2,0x5F3766CE
0.105576,3.077639,3.176436,3.072831,3.077627,2,0x5F3766CF
1.009593,0.995238,0.964014,0.993784,0.995234,2,0x5F3766D0
0.177367,2.374454,2.446715,2.371122,2.374447,2,0x5F3766D1
0.156222,2.530051,2.615877,2.525635,2.530039,2,0x5F3766D2
0.149465,2.586608,2.669933,2.582538,2.586598,2,0x5F3766D3
0.552199,1.345713,1.380627,1.344342,1.345711,2,0x5F3766D4
1.690766,0.769056,0.793721,0.767857,0.769054,2,0x5F3766D5
0.076118,3.624569,3.647764,3.624346,3.624346,1,0x5F3766D6
0.754305,1.151401,1.178521,1.150435,1.151399,2,0x5F3766D7
0.148448,2.595450,2.678067,2.591463,2.595441,2,0x5F3766D8
0.049111,4.512452,4.588230,4.510532,4.512451,2,0x5F3766D9
1.098320,0.954192,0.941833,0.953953,0.953953,1,0x5F3766DA
0.967856,1.016470,0.982485,1.014785,1.016466,2,0x5F3766DB
0.861938,1.077115,1.070888,1.077061,1.077061,1,0x5F3766DC
0.180170,2.355907,2.424290,2.352901,2.355901,2,0x5F3766DD
0.752795,1.152555,1.180031,1.151564,1.152553,2,0x5F3766DE
0.099522,3.169856,3.273295,3.164737,3.169843,2,0x5F3766DF
0.075781,3.632626,3.653163,3.632452,3.632452,1,0x5F3766E0
0.939126,1.031901,0.996850,1.030135,1.031896,2,0x5F3766E1
0.034459,5.386994,5.525911,5.381575,5.386986,2,0x5F3766E2
0.042427,4.854858,5.015953,4.846751,4.854838,2,0x5F3766E3
0.603134,1.287636,1.329694,1.285553,1.287631,2,0x5F3766E4
0.272725,1.914863,1.887378,1.914274,1.914863,2,0x5F3766E5
0.046366,4.644082,4.763883,4.639407,4.644075,2,0x5F3766E6
0.211730,2.173244,2.171814,2.173243,2.173243,1,0x5F3766E7
0.039803,5.012381,5.183943,5.003472,5.012357,2,0x5F3766E8
0.428223,1.528147,1.576383,1.525839,1.528142,2,0x5F3766E9
0.178583,2.366358,2.436996,2.363164,2.366352,2,0x5F3766EA
1.919848,0.721716,0.736452,0.721262,0.721716,2,0x5F3766EB
0.598098,1.293046,1.334731,1.291008,1.293041,2,0x5F3766EC
0.442450,1.503377,1.547929,1.501377,1.503373,2,0x5F3766ED
0.251095,1.995636,1.930640,1.992495,1.995629,2,0x5F3766EE
0.059496,4.099748,3.961795,4.092863,4.099730,2,0x5F3766EF
0.044820,4.723489,4.862820,4.717264,4.723476,2,0x5F3766F0
0.187537,2.309175,2.365365,2.307108,2.309173,2,0x5F3766F1
0.576071,1.317535,1.356759,1.315766,1.317531,2,0x5F3766F2
1.948642,0.716364,0.729254,0.716014,0.716364,2,0x5F3766F3
1.162356,0.927535,0.925826,0.927530,0.927530,1,0x5F3766F4
0.999921,1.000040,0.966454,0.998367,1.000035,2,0x5F3766F5
0.265121,1.942128,1.902588,1.940929,1.942127,2,0x5F3766F6
0.959895,1.020677,0.986468,1.018976,1.020673,2,0x5F3766F7
0.178000,2.370229,2.441662,2.366967,2.370222,2,0x5F3766F8
0.801662,1.116875,1.131168,1.116599,1.116874,2,0x5F3766F9
0.198732,2.243192,2.275807,2.242478,2.243192,2,0x5F3766FA
0.033238,5.485103,5.604111,5.481202,5.485098,2,0x5F3766FB
0.071519,3.739285,3.721353,3.739156,3.739156,1,0x5F3766FC
1.461676,0.827131,0.850996,0.826089,0.827129,2,0x5F3766FD
0.935797,1.033735,0.998517,1.031956,1.033730,2,0x5F3766FE
0.506914,1.404536,1.425917,1.404045,1.404536,2,0x5F3766FF
0.061986,4.016539,3.882098,4.009864,4.016521,2,0x5F376700
0.936929,1.033110,0.997951,1.031336,1.033106,2,0x5F376701
0.314152,1.784145,1.804527,1.783795,1.784145,2,0x5F376702
0.348333,1.694348,1.736165,1.692787,1.694346,2,0x5F376703
1.759555,0.753874,0.776527,0.752842,0.753872,2,0x5F376704
0.147520,2.603598,2.685499,2.599693,2.603589,2,0x5F376705
0.785443,1.128347,1.147388,1.127862,1.128346,2,0x5F376706
1.065974,0.968560,0.949922,0.968026,0.968560,2,0x5F376707
0.034400,5.391677,5.529759,5.386328,5.391669,2,0x5F376708
0.038494,5.096843,5.267686,5.088157,5.096821,2,0x5F376709
0.333289,1.732167,1.766254,1.731154,1.732166,2,0x5F37670A
0.306734,1.805591,1.819365,1.805433,1.805433,1,0x5F37670B
0.032284,5.565488,5.665124,5.562797,5.565486,2,0x5F37670C
0.392448,1.596279,1.647936,1.593745,1.596273,2,0x5F37670D
1.142653,0.935498,0.930753,0.935462,0.935462,1,0x5F37670E
0.689021,1.204713,1.243811,1.202789,1.204709,2,0x5F37670F
0.299363,1.827683,1.834106,1.827649,1.827649,1,0x5F376710
0.614561,1.275609,1.318272,1.273445,1.275604,2,0x5F376711
0.145732,2.619523,2.699808,2.615794,2.619515,2,0x5F376712
0.239241,2.044477,1.975869,2.041062,2.044468,2,0x5F376713
0.648888,1.241410,1.283945,1.239198,1.241404,2,0x5F376714
0.034280,5.401031,5.537384,5.395824,5.401024,2,0x5F376715
0.036930,5.203676,5.367813,5.195829,5.203659,2,0x5F376716
1.353543,0.859536,0.878031,0.858935,0.859535,2,0x5F376717
0.077220,3.598608,3.630144,3.598192,3.598608,2,0x5F376718
1.142304,0.935641,0.930841,0.935604,0.935604,1,0x5F376719
0.260080,1.960859,1.912674,1.959098,1.960857,2,0x5F37671A
0.086537,3.399367,3.481070,3.396398,3.399364,2,0x5F37671B
0.079108,3.555402,3.599934,3.554562,3.555402,2,0x5F37671C
0.242350,2.031322,1.963436,2.027957,2.031314,2,0x5F37671D
1.316655,0.871493,0.887254,0.871063,0.871493,2,0x5F37671E
0.310229,1.795389,1.812376,1.795147,1.795389,2,0x5F37671F
0.885192,1.062873,1.047643,1.062547,1.062873,2,0x5F376720
0.031396,5.643721,5.722020,5.642084,5.643720,2,0x5F376721
0.825230,1.100811,1.107605,1.100747,1.100747,1,0x5F376722
0.294847,1.841627,1.843141,1.841625,1.841625,1,0x5F376723
0.102960,3.116495,3.218315,3.111450,3.116482,2,0x5F376724
0.187737,2.307940,2.363771,2.305898,2.307938,2,0x5F376725
0.034535,5.381052,5.521070,5.375540,5.381044,2,0x5F376726
1.951249,0.715886,0.728606,0.715545,0.715885,2,0x5F376727
0.096821,3.213774,3.316536,3.208792,3.213762,2,0x5F376728
0.031353,5.647576,5.724766,5.645987,5.647576,2,0x5F376729
0.094917,3.245841,3.346994,3.241063,3.245830,2,0x5F37672A
0.718537,1.179711,1.214299,1.178175,1.179708,2,0x5F37672B
0.038875,5.071809,5.243322,5.063011,5.071786,2,0x5F37672C
0.142735,2.646887,2.723795,2.643502,2.646880,2,0x5F37672D
0.246475,2.014252,1.946937,2.010915,2.014244,2,0x5F37672E
0.049237,4.506636,4.580152,4.504827,4.506635,2,0x5F37672F
0.100423,3.155615,3.258910,3.150488,3.155602,2,0x5F376730
0.388826,1.603696,1.655184,1.601190,1.603690,2,0x5F376731
0.163866,2.470332,2.554744,2.465956,2.470320,2,0x5F376732
0.196510,2.255836,2.293593,2.254883,2.255836,2,0x5F376733
0.357091,1.673441,1.718654,1.671592,1.673437,2,0x5F376734
0.119875,2.888253,2.947670,2.886407,2.888251,2,0x5F376735
0.060610,4.061880,3.926147,4.055152,4.061863,2,0x5F376736
0.045175,4.704896,4.840138,4.699009,4.704885,2,0x5F376737
0.112660,2.979305,3.063114,2.975736,2.979299,2,0x5F376738
0.105494,3.078834,3.177772,3.074014,3.078822,2,0x5F376739
0.568403,1.326392,1.364435,1.324740,1.326389,2,0x5F37673A
1.037107,0.981947,0.957142,0.981015,0.981946,2,0x5F37673B
0.042958,4.824810,4.982069,4.817038,4.824791,2,0x5F37673C
1.274025,0.885954,0.897913,0.885710,0.885954,2,0x5F37673D
0.300357,1.824656,1.832124,1.824610,1.824610,1,0x5F37673E
0.050129,4.466391,4.523117,4.465306,4.466391,2,0x5F37673F
0.805562,1.114168,1.127276,1.113935,1.113935,1,0x5F376740
0.039920,5.004979,5.176445,4.996067,5.004955,2,0x5F376741
0.340262,1.714325,1.752314,1.713053,1.714323,2,0x5F376742
0.082322,3.485315,3.548526,3.483585,3.485314,2,0x5F376743
0.172928,2.404735,2.482254,2.400947,2.404726,2,0x5F376744
1.708954,0.764953,0.789181,0.763790,0.764950,2,0x5F376745
0.206250,2.201929,2.215680,2.201800,2.201800,1,0x5F376746
0.042983,4.823368,4.980430,4.815614,4.823350,2,0x5F376747
0.111900,2.989412,3.075285,2.985676,2.989405,2,0x5F376748
1.444166,0.832130,0.855378,0.831147,0.832129,2,0x5F376749
0.050544,4.448026,4.496574,4.447228,4.448026,2,0x5F37674A
0.044355,4.748214,4.892660,4.741556,4.748200,2,0x5F37674B
0.082505,3.481437,3.545592,3.479653,3.481436,2,0x5F37674C
0.170794,2.419713,2.499329,2.415740,2.419703,2,0x5F37674D
0.794652,1.121790,1.138188,1.121428,1.121790,2,0x5F37674E
1.646386,0.779353,0.804824,0.778091,0.779350,2,0x5F37674F
0.622504,1.267444,1.310336,1.265243,1.267439,2,0x5F376750
0.095734,3.231970,3.333940,3.227094,3.231959,2,0x5F376751
0.143337,2.641316,2.718983,2.637857,2.641309,2,0x5F376752
0.276684,1.901111,1.879472,1.900743,1.901111,2,0x5F376753
0.133320,2.738745,2.799118,2.736734,2.738743,2,0x5F376754
0.730334,1.170144,1.202507,1.168789,1.170141,2,0x5F376755
1.134259,0.938953,0.932856,0.938894,0.938894,1,0x5F376756
1.596378,0.791466,0.817326,0.790184,0.791463,2,0x5F376757
0.041459,4.911251,5.078008,4.902661,4.911228,2,0x5F376758
0.145016,2.625986,2.705557,2.622333,2.625978,2,0x5F376759
0.337696,1.720827,1.757450,1.719650,1.720826,2,0x5F37675A
0.433368,1.519049,1.566106,1.516840,1.519044,2,0x5F37675B
0.536346,1.365455,1.396496,1.364389,1.365454,2,0x5F37675C
0.086328,3.403495,3.484442,3.400584,3.403491,2,0x5F37675D
0.175981,2.383788,2.457839,2.380301,2.383780,2,0x5F37675E
0.522331,1.383652,1.410511,1.382865,1.383651,2,0x5F37675F
0.086454,3.401000,3.482415,3.398053,3.400996,2,0x5F376760
0.129603,2.777742,2.828858,2.776323,2.777741,2,0x5F376761
0.233327,2.070225,1.999534,2.066645,2.070215,2,0x5F376762
0.340750,1.713096,1.751342,1.711806,1.713095,2,0x5F376763
0.034902,5.352708,5.497630,5.346770,5.352699,2,0x5F376764
0.526380,1.378321,1.406463,1.377453,1.378320,2,0x5F376765
0.201112,2.229876,2.256788,2.229387,2.229876,2,0x5F376766
0.055661,4.238602,4.169038,4.236899,4.238601,2,0x5F376767
1.194638,0.914917,0.917762,0.914904,0.914904,1,0x5F376768
0.291989,1.850618,1.848865,1.850615,1.850615,1,0x5F376769
1.446046,0.831589,0.854910,0.830599,0.831587,2,0x5F37676A
0.147270,2.605810,2.687527,2.601926,2.605801,2,0x5F37676B
1.377443,0.852046,0.872061,0.851336,0.852045,2,0x5F37676C
1.635857,0.781857,0.807458,0.780586,0.781854,2,0x5F37676D
0.843128,1.089064,1.089716,1.089063,1.089063,1,0x5F37676E
0.089243,3.347434,3.437794,3.343742,3.347427,2,0x5F37676F
0.477858,1.446607,1.477128,1.445634,1.446606,2,0x5F376770
0.417056,1.548471,1.598733,1.545997,1.548465,2,0x5F376771
0.437464,1.511919,1.557916,1.509799,1.511915,2,0x5F376772
0.590257,1.301606,1.342588,1.299650,1.301602,2,0x5F376773
0.111491,2.994887,3.081836,2.991064,2.994880,2,0x5F376774
0.053957,4.305044,4.278155,4.304793,4.305044,2,0x5F376775
0.061311,4.038589,3.903727,4.031909,4.038572,2,0x5F376776
0.331499,1.736835,1.769846,1.735888,1.736835,2,0x5F376777
0.845671,1.087425,1.087174,1.087425,1.087425,1,0x5F376778
0.182543,2.340545,2.405344,2.337829,2.340540,2,0x5F376779
0.451841,1.487672,1.529164,1.485920,1.487669,2,0x5F37677A
0.151063,2.572889,2.657187,2.568700,2.572879,2,0x5F37677B
0.514018,1.394796,1.418827,1.394171,1.394795,2,0x5F37677C
0.172872,2.405127,2.482718,2.401332,2.405118,2,0x5F37677D
0.458435,1.476934,1.515976,1.475373,1.476932,2,0x5F37677E
1.490604,0.819066,0.843772,0.817937,0.819064,2,0x5F37677F
0.033548,5.459636,5.584282,5.455334,5.459630,2,0x5F376780
0.919576,1.042813,1.013270,1.041569,1.042810,2,0x5F376781
0.031925,5.596706,5.688166,5.594452,5.596705,2,0x5F376782
0.164548,2.465207,2.549307,2.460855,2.465196,2,0x5F376783
0.080259,3.529816,3.581543,3.528673,3.529815,2,0x5F376784
1.149940,0.932529,0.928938,0.932508,0.932508,1,0x5F376785
0.188591,2.302708,2.356962,2.300776,2.302706,2,0x5F376786
0.144183,2.633562,2.712233,2.630002,2.633555,2,0x5F376787
0.103214,3.112651,3.214268,3.107621,3.112639,2,0x5F376788
0.168400,2.436852,2.518496,2.432703,2.436842,2,0x5F376789
0.647821,1.242431,1.285026,1.240216,1.242425,2,0x5F37678A
0.146703,2.610838,2.692068,2.607008,2.610829,2,0x5F37678B
0.123707,2.843173,2.886387,2.842182,2.843172,2,0x5F37678C
0.111573,2.993787,3.080530,2.989980,2.993779,2,0x5F37678D
0.047865,4.570788,4.668033,4.567663,4.570786,2,0x5F37678E
0.036358,5.244454,5.404482,5.237055,5.244438,2,0x5F37678F
0.933392,1.035066,0.999728,1.033277,1.035061,2,0x5F376790
0.096239,3.223472,3.325869,3.218542,3.223461,2,0x5F376791
0.458113,1.477453,1.516623,1.475882,1.477451,2,0x5F376792
0.045220,4.702544,4.837289,4.696697,4.702533,2,0x5F376793
0.133930,2.732505,2.794256,2.730396,2.732502,2,0x5F376794
0.070481,3.766729,3.738003,3.766402,3.766729,2,0x5F376795
0.944136,1.029160,0.994356,1.027414,1.029155,2,0x5F376796
0.274090,1.910088,1.884669,1.909583,1.910088,2,0x5F376797
0.097874,3.196433,3.299709,3.191374,3.196421,2,0x5F376798
0.648350,1.241925,1.284500,1.239711,1.241919,2,0x5F376799
0.499043,1.415568,1.434763,1.415176,1.415568,2,0x5F37679A
1.473917,0.823689,0.847945,0.822607,0.823687,2,0x5F37679B
0.272926,1.914156,1.886997,1.913581,1.914156,2,0x5F37679C
0.043315,4.804880,4.959260,4.797359,4.804862,2,0x5F37679D
0.132833,2.743763,2.803033,2.741828,2.743761,2,0x5F37679E
1.721453,0.762171,0.786062,0.761036,0.762169,2,0x5F37679F
1.329967,0.867121,0.883933,0.866629,0.867120,2,0x5F3767A0
0.074067,3.674419,3.680634,3.674403,3.674403,1,0x5F3767A1
0.141327,2.660039,2.735087,2.656833,2.660033,2,0x5F3767A2
0.190539,2.290913,2.341393,2.289232,2.290911,2,0x5F3767A3
1.191913,0.915962,0.918447,0.915952,0.915952,1,0x5F3767A4
0.114033,2.961311,3.041167,2.958051,2.961305,2,0x5F3767A5
0.091438,3.307025,3.402699,3.302833,3.307017,2,0x5F3767A6
0.933213,1.035165,0.999819,1.033376,1.035161,2,0x5F3767A7
0.245431,2.018531,1.951127,2.015192,2.018523,2,0x5F3767A8
1.677280,0.772142,0.797105,0.770918,0.772139,2,0x5F3767A9
1.073098,0.965340,0.948151,0.964884,0.965340,2,0x5F3767AA
1.569474,0.798221,0.824057,0.796953,0.798218,2,0x5F3767AB
0.150905,2.574233,2.658461,2.570054,2.574223,2,0x5F3767AC
0.204345,2.212166,2.230940,2.211926,2.211926,1,0x5F3767AD
0.359919,1.666854,1.713013,1.664918,1.666850,2,0x5F3767AE
0.071803,3.731895,3.716859,3.731805,3.731805,1,0x5F3767AF
1.391088,0.847857,0.868654,0.847086,0.847856,2,0x5F3767B0
0.827779,1.099114,1.105073,1.099066,1.099066,1,0x5F3767B1
0.031565,5.628519,5.711221,5.626687,5.628518,2,0x5F3767B2
0.358512,1.670122,1.715828,1.668228,1.670118,2,0x5F3767B3
0.144756,2.628340,2.707656,2.624714,2.628333,2,0x5F3767B4
0.122621,2.855735,2.903771,2.854516,2.855734,2,0x5F3767B5
